Mode,Time,Freq,time2delay,actualDelay,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control,North-Pos,East-Pos,Down-Pos,Yaw-Ang,North-Vel,East-Vel,Down-Vel,Yaw-Vel,North-Acc,East-Acc,Down-Acc,North-Avg,East-Avg,Down-Avg,Yaw-Avg,North-Dif,East-Dif,Down-Dif,Yaw-Dif,North-One,East-One,Down-One,Yaw-One,North-Two,East-Two,Down-Two,Yaw-Two,Landing-State,Q-Size,Kalman-Time,Kalman-Dt,CH1-Thrust,CH2-Roll,CH3-Pitch,CH4-Yaw
STABILIZE,0.03439021110534668,29.086712898751735,0.032757075627644856,0.03289175033569336,-10,40,10,1.763154530578906,-1.281127697005302,1.1285977267295755,3.9995610174011964,4.00043893442766,0.001261676246854142,0.5188551355460056,-0.06123933774346002,0.017970679200397008,0.5848689067666369,0.006287617559996799,-0.325374910607934,0.032416588510386646,1.0849164798855782,0.04118762151044378,-8.029384911060333,0.24650597479194403,12.419360876083374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,3.512507438659668,0.06484619140625,0,0,0,0
STABILIZE,0.06912922859191895,28.786273635084587,0.032247336705525716,0.03385806083679199,-10,40,10,1.7640312493919006,-1.2801852376215461,1.1288305934915905,3.9997426457340626,4.000257337709198,0.0007439673202257445,0.51884145387576,-0.06371739919078198,0.01785112105908736,0.6048236868542878,0.003686209743107979,-0.14330744743347168,-0.015999487368389964,1.2517004273831844,-0.157773861351217,-3.6034181714057922,0.2641389612108469,13.085460662841797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,3.5415592193603516,0.034916015625,0,0,0,0
STABILIZE,0.1026601791381836,29.823404769692402,0.032479317982991536,0.03261113166809082,-10,40,10,1.7648653862442885,-1.2801860913951923,1.1284492768368335,3.9999551193302723,4.000044880166165,0.000135728569350437,0.5188637380238437,-0.06413633275160041,0.016965961527772824,0.606256133594145,0.0006428646327865262,-0.14330744743347168,-0.015999487368389964,1.2517004273831844,-0.157773861351217,-3.6034181714057922,0.2641389612108469,13.085460662841797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,3.5714528560638428,0.034916015625,0,0,0,0
STABILIZE,0.1361522674560547,29.85673507449406,0.03240063985188802,0.03252863883972168,-10,40,10,1.7650569517061663,-1.2814189405403795,1.1297159567627535,3.999764932378238,4.000235053808376,0.0006828119488653001,0.5189089177329212,-0.06838430248079093,0.020336411139293603,0.5962732650010485,0.0033669967276382805,-0.3529474139213562,0.21762843243777752,0.6195628084242344,0.158878310944136,-4.891012609004974,0.36820503883063793,14.84127938747406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,3.5989584922790527,0.0349169921875,0,0,0,0
STABILIZE,0.17930126190185547,23.175895279510655,0.032337458928426106,0.03256988525390625,-10,40,10,1.764931980588696,-1.2812925820407344,1.130456498679171,3.9999525678102605,3.7119431680457393,0.00015647199022633895,0.5189610721270339,-0.0677113378719599,0.018332283596706463,0.5864032483034461,0.0007321456372547347,-0.1580443582497537,-0.05880274693481624,1.2134267017245293,-0.091260532058494,0.995342805981636,0.36025168374180794,14.65110331773758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,3.6564364433288574,0.034916015625,0,0,0,0
STABILIZE,0.20342397689819336,41.45634253859687,0.022684129079182942,0.02305769920349121,-10,40,10,1.7642440524732288,-1.281438684055949,1.1317420683470143,3.9998621414340345,1.7179145671033993,0.0009319185998193447,0.5189931466206743,-0.06518449354825694,0.019169612336999278,0.5794612609620294,0.004598279917367111,0.022324030578602105,0.07965456461533904,0.7519893813878298,0.22380606251385074,3.3124588429927826,-1.6527798026800156,12.399408221244812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,3.6849968433380127,0.0348681640625,0,0,0,0
STABILIZE,0.23681259155273438,29.9492598913222,0.03232744534810384,0.03244638442993164,-10,40,10,1.7655881056358405,-1.2825303403843875,1.1325399198194366,3.999780552868176,1.7253704691218301,0.001474823335539147,0.5190272289341495,-0.06341389979524266,0.021281297813447213,0.5750254647685905,0.007288433944533719,-0.021546967036556453,0.1509973662905395,0.890534371137619,0.15675013338850843,-3.5979311913251877,0.3400440327823162,13.08099776506424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,3.713683843612671,0.0349169921875,0,0,0,0
STABILIZE,0.2702915668487549,29.868854326895686,0.0323827584584554,0.03257322311401367,-10,40,10,1.7662377206589321,-1.2836588157013207,1.1328474917754987,3.9996983708476175,1.7319047130362686,0.002019957513689037,0.5190611680376214,-0.061636674222740336,0.02339240279134191,0.5706943134767638,0.009980661335081995,-0.021546967036556453,0.1509973662905395,0.890534371137619,0.15675013338850843,-3.5979311913251877,0.3400440327823162,13.08099776506424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,3.7432138919830322,0.0349169921875,0,0,0,0
STABILIZE,0.3041226863861084,29.559834240126293,0.032421382268269856,0.03297019004821777,-10,40,10,1.7668069742375705,-1.282642504897164,1.1346162973271203,3.999909894098917,1.7396947486986447,0.0006193867310376992,0.519089587281482,-0.059763871944865044,0.01912027281638097,0.5692567787780763,0.0029677593058265363,-0.016289373161271214,-0.2060475293546915,1.0480266064405441,-0.38645557169475936,-3.0687011778354645,0.19101083744317293,7.794361561536789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,3.7720227241516113,0.029928955078125,0,0,0,0
STABILIZE,0.3376579284667969,29.818740224655198,0.032454522450764973,0.032572031021118164,-10,40,10,1.7664827536954064,-1.281825016630878,1.1358939695887358,3.999861350809117,1.7433606155580739,0.0009403122143948273,0.5191229850168392,-0.06158813650172949,0.01777880879104422,0.5651842617209483,0.004557139989413192,-0.23900861851871014,-0.03547237429302186,1.034734770655632,0.09946789147044363,-7.217232882976532,0.35809949040412903,16.34969711303711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,3.801323890686035,0.034916015625,0,0,0,0
