Mode,Time,Freq,time2delay,actualDelay,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control,North-Pos,East-Pos,Down-Pos,Yaw-Ang,North-Vel,East-Vel,Down-Vel,Yaw-Vel,North-Acc,East-Acc,Down-Acc,North-Raw,East-Raw,Down-Raw,Yaw-Raw,North-Dif,East-Dif,Down-Dif,Yaw-Dif,Landing-State,Q-Size,Kalman-Time,Kalman-Dt
STABILIZE,0.03433346748352051,29.1366209804589,0.03331044514973958,0.03343343734741211,0.0,0.0,0.0,4.818207539597402,-35.22748270100073,162.60554858930652,-0.037081686029816235,0.054680625287283645,0.014559131615644438,0.4,0.029266091982091742,0.0298152785602461,0.03377103346404699,0.029118263231288875,-0.13562255771830678,0.10440896730870008,1.884920708835125,-0.1306616789049026,-4.146739095449448,-0.7165420800447464,19.49828267097473,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.05855131149291992,0.03492578125
STABILIZE,0.0677032470703125,29.96573551475316,0.032334359486897786,0.03247213363647461,0.0,0.0,0.0,4.817704240032936,-35.22757832364911,162.63553311976287,-0.033329797361282595,0.048793417151131405,0.026583621050574067,0.4,0.05407918901596846,0.05533503611189446,0.06667393822488113,0.053167242101148135,0.01473341544624418,0.10478798067197204,1.7493607476353645,-0.2639400406334341,-2.131160721182823,-0.385799421928823,23.419347405433655,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.087127685546875,0.029937255859375
STABILIZE,0.10111403465270996,29.92938490081347,0.03245976765950521,0.0325927734375,0.0,0.0,0.0,4.817486954639965,-35.2270797198397,162.65005410193834,-0.04459363756360478,0.06411501077970627,0.04192055304134916,0.4,0.08599900151349363,0.08879603643272996,0.12129504907293982,0.08384110608269832,-0.0005185720510780811,0.09454727987758815,1.8604585900902748,0.12551056901237584,1.961061917245388,1.6885904595255852,26.51880979537964,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.1453838348388672,0.0349267578125
STABILIZE,0.1345045566558838,29.947549177108993,0.032505067189534505,0.032628774642944336,0.0,0.0,0.0,4.818304442906251,-35.226314738652654,162.68143199098537,-0.026059008051087303,0.03829417452202152,0.049189968472289146,0.4,0.10277637323329189,0.10606408271733225,0.1547033011464117,0.09837993694457829,0.15135572757571936,0.1340619521215558,1.9528033211827278,-0.20661607719851538,-0.3135981038212776,1.7644796520471573,26.903751492500305,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.17401409149169922,0.06489111328125
STABILIZE,0.16796588897705078,29.88609335698966,0.03256657918294271,0.032685041427612305,0.0,0.0,0.0,4.81771448531669,-35.22627717261222,162.69592565240413,-0.05070129041381655,0.07002524012715321,0.06572929986743048,0.4,0.13579251575867454,0.14231315231663036,0.2217985949013207,0.13145859973486096,-0.12958708684891462,0.15947003848850727,1.8648631870746613,0.12044531673215024,1.815590262413025,-0.11242893524467945,26.14181637763977,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.20674753189086914,0.03492626953125
STABILIZE,0.20153379440307617,29.793322915186817,0.032541783650716145,0.03267693519592285,0.0,0.0,0.0,4.817317480571184,-35.226198625436766,162.7123317667905,-0.019587943973179627,0.03040547867009738,0.06940115189591498,0.4,0.14623357509750798,0.1522093405101837,0.25256893801687064,0.13880230379182995,0.21299708168953657,0.07194128702394664,1.7724158242344856,-0.13772921714857328,0.07281552534550428,-0.2413161564618349,26.96552276611328,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.23547029495239258,0.029936767578125
STABILIZE,0.2350008487701416,29.87693929594119,0.0311923344930013,0.03134918212890625,0.0,0.0,0.0,4.81600181538231,-35.22603470089669,162.74295833502885,-0.015252522188599541,0.01846492817593542,0.07086230644645203,0.4,0.149842087420348,0.1582321650922772,0.2799652766453396,0.14172461289290406,-0.04965079133398831,0.1972742611542344,2.0736368373036385,-0.08978396388783492,-4.5391276478767395,2.1462298929691315,30.949300527572632,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.26415061950683594,0.034926025390625
STABILIZE,0.2683258056640625,30.006681976548695,0.03242448170979818,0.03256964683532715,0.0,0.0,0.0,4.815013572386774,-35.22505456875079,162.75899561920002,-0.018131889960170917,0.021634477944322706,0.07300927651775084,0.4,0.15498395473937934,0.1662938522637617,0.3139551464889689,0.14601855303550168,-0.04965079133398831,0.1972742611542344,2.0736368373036385,-0.08978396388783492,-4.5391276478767395,2.1462298929691315,30.949300527572632,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.29297542572021484,0.034926025390625
STABILIZE,0.3018317222595215,29.846749402254353,0.03257730801900228,0.03276467323303223,0.0,0.0,0.0,4.81434378696129,-35.225276549898815,162.7908652818673,-0.016369010097361518,0.022406069632540826,0.07445185007833513,0.4,0.16031785168301627,0.1726050328212116,0.34758866224113666,0.14890370015667026,0.11755850864574313,0.15262498054653406,2.0305708050727844,-0.07826575031700095,-0.054096151143312454,-0.11427460703998804,27.22523808479309,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.32145023345947266,0.03492724609375
STABILIZE,0.33541107177734375,29.782533675114145,0.03257301648457845,0.032700300216674805,0.0,0.0,0.0,4.814232369500454,-35.22466866306269,162.80482618853082,-0.01831969950267832,0.02018217051624149,0.07741970184914865,0.4,0.16423011655048064,0.18020796647701098,0.4074761274368576,0.1548394036982973,-0.02893552591558546,0.0888651586137712,1.8507890403270721,0.014315579577404182,-4.684923589229584,-0.3494400763884187,26.385965943336487,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.3794896602630615,0.029937255859375
