E-kp,E-ki,E-kd,E-I-Tot,E-P,E-I,E-D,E-PID,N-kp,N-ki,N-kd,N-I-Tot,N-P,N-I,N-D,N-PID,D-kp,D-ki,D-kd,D-I-Tot,D-P,D-I,D-D,D-PID,Y-kp,Y-ki,Y-kd,Y-I-Tot,Y-P,Y-I,Y-D,Y-PID,errorN,desiredN,actualN,errorE,desiredE,actualE,errorD,desiredD,actualD,errorY,desiredY,actualY,roll,pitch,yaw-rate,thrust,dt,Time,Mode
0.16,0.015,0.11,1.3200384953825504,6.3945979558222374,0.019800577430738254,13.75,20.164398533252974,0.17,0.015,0.08,-0.33018772875323305,-1.699481790968954,-0.004952815931298495,-10.0,-11.704434606900252,0.002,8e-05,0,0.30837167239590435,0.0186728727309281,2.466973379167235e-05,0.0,0.01869754246471977,0.2,0.02,0.0,4.65101621412822e-05,0.0002816336311345723,9.30203242825644e-07,0.0,0.0002825638343773979,-9.996951711582081,-10.0,-0.003048288417917864,39.96623722388898,40.0,0.033762776111017176,9.33643636546405,10.0,0.6635636345359507,0.0014081681556728613,0,-0.0014081681556728613,4.000098307474868,3.9999016901089823,-0.0002825638343773979,0.5186975424647198,0.03302884101867676,0.03337240219116211,STABILIZE
0.16,0.015,0.11,2.6900882480241664,6.394842151907122,0.04035132372036249,6.877448808991897,13.312642284619383,0.17,0.015,0.08,-0.6728988317259375,-1.6996151896511273,-0.010093482475889062,-5.000915663951497,-6.710624336078514,0.002,8e-05,0,0.6283234031355845,0.01866757767705825,5.026587225084677e-05,0.0,0.018717843549309096,0.2,0.02,0.0,-2.8325463713236494e-05,-0.0004366283174717772,-5.665092742647298e-07,-0.0,-0.0004371948267460419,-9.997736409712513,-10.0,-0.002263590287487872,39.967763449419515,40.0,0.032236550580488806,9.333788838529125,10.0,0.6662111614708752,-0.002183141587358886,0,0.002183141587358886,3.9998475850614117,4.000152409131231,0.0004371948267460419,0.518717843549309,0.03427886962890625,0.06753230094909668,STABILIZE
0.16,0.015,0.11,4.02750519158027,6.395044552174416,0.060412577873704056,4.586352051613818,11.041809181661938,0.17,0.015,0.08,-1.007276714029203,-1.698803844567677,-0.015109150710438043,-3.3301402867404493,-5.044053282018564,0.002,8e-05,0,0.9408465176088262,0.018679657550607787,7.52677214087061e-05,0.0,0.018754925272016495,0.2,0.02,0.0,-2.1072683696457597e-05,4.3350216585314675e-05,-4.2145367392915193e-07,0.0,4.292876291138552e-05,-9.992963791574569,-10.0,-0.0070362084254311456,39.9690284510901,40.0,0.030971548909900164,9.339828775303893,10.0,0.6601712246961075,0.00021675108292657338,0,-0.00021675108292657338,4.000015132051595,3.9999848678911603,-4.292876291138552e-05,0.5187549252720165,0.03346133232116699,0.10099673271179199,STABILIZE
0.16,0.015,0.11,5.366989003309527,6.395221752386188,0.0805048350496429,3.4406728529097537,9.916399440345586,0.17,0.015,0.08,-1.3422468307167659,-1.6992338151076345,-0.02013370246075149,-2.499114662271202,-4.218482179839588,0.002,8e-05,0,1.2539594751096654,0.018686552790233346,0.00010031675800877324,0.0,0.01878686954824212,0.2,0.02,0.0,4.578617977104362e-05,0.00039901308832839243,9.157235954208724e-07,0.0,0.0003999288119238133,-9.995493030044909,-10.0,-0.004506969955091178,39.97013595241368,40.0,0.02986404758632561,9.343276395116673,10.0,0.6567236048833264,0.001995065441641962,0,-0.001995065441641962,4.000139279418041,3.9998607157321016,-0.0003999288119238133,0.5187868695482422,0.033512115478515625,0.13450384140014648,STABILIZE
0.16,0.015,0.11,6.703500075068883,6.395497764520814,0.10055250112603324,2.753673326287835,9.249723591934682,0.17,0.015,0.08,-1.6765405190519507,-1.6996476819143571,-0.02514810778577926,-2.0004566963934947,-3.7252524860936314,0.002,8e-05,0,1.566418921801464,0.01868983481549318,0.00012531351374411712,0.0,0.018815148329237297,0.2,0.02,0.0,0.000132253850231555,0.0005172083913281397,2.6450770046311004e-06,0.0,0.0005198534683327708,-9.997927540672688,-10.0,-0.0020724593273128743,39.97186102825509,40.0,0.02813897174490707,9.344917407746589,10.0,0.6550825922534117,0.0025860419566406984,0,-0.0025860419566406984,4.000168134998162,3.7250719425122663,-0.0005198534683327708,0.5188151483292373,0.03343629837036133,0.1679391860961914,STABILIZE
0.16,0.015,0.11,8.041341543848018,6.395661797565095,0.12062012315772026,0.004347225420119827,6.5206291461429355,0.17,0.015,0.08,-2.0111055789736256,-1.699379437983534,-0.030166583684604384,0.0002976343702673603,-1.729248387297871,0.002,8e-05,0,1.8790416708819948,0.018681486371931035,0.00015032333367055958,0.0,0.018831809705601596,0.2,0.02,0.0,0.00016802535117735838,0.0002137607737722249,3.3605070235471676e-06,-0.0,0.00021712128079577207,-9.996349635197259,-10.0,-0.0036503648027411788,39.972886234781846,40.0,0.027113765218152043,9.340743185965517,10.0,0.659256814034484,0.0010688038688611244,0,-0.0010688038688611244,4.000032256956915,1.729173770410727,-0.00021712128079577207,0.5188318097056016,0.03346872329711914,0.2014477252960205,STABILIZE
0.16,0.015,0.11,9.378447095373684,6.395834166873199,0.14067670643060526,0.004076257785267219,6.5405871310890715,0.17,0.015,0.08,-2.3455028516896905,-1.6995078237749492,-0.035182542775345355,0.00030265686463954637,-1.734387709685655,0.002,8e-05,0,2.1915264930567373,0.018684025169273907,0.000175322119444539,0.0,0.018859347288718447,0.2,0.02,0.0,0.0002594522903454478,0.0005466579850751963,5.189045806908956e-06,0.0,0.0005518470308821053,-9.997104845734995,-10.0,-0.0028951542650056438,39.97396354295749,40.0,0.02603645704250732,9.342012584636953,10.0,0.6579874153630477,0.0027332899253759814,0,-0.0027332899253759814,4.000082734255636,1.7341968880777663,-0.0005518470308821053,0.5188593472887184,0.033449411392211914,0.23489737510681152,STABILIZE
0.16,0.015,0.11,10.841593557391825,6.3959573037641295,0.16262390336087737,0.0037071323332327783,6.56228833945824,0.17,0.015,0.08,-2.711376029007984,-1.6993282023085132,-0.04067064043511976,-0.0015175588906085613,-1.7415164016342417,0.002,8e-05,0,2.533685044094585,0.018696278366225026,0.0002026948035275668,0.0,0.018898973169752593,0.2,0.02,0.0,0.0003791290704592765,0.0006539396394433945,7.5825814091855305e-06,0.0,0.00066152222085258,-9.996048248873606,-10.0,-0.003951751126394145,39.97473314852581,40.0,0.025266851474191845,9.348139183112513,10.0,0.6518608168874863,0.003269698197216972,0,-0.003269698197216972,4.000099376601566,1.7412881308022656,-0.00066152222085258,0.5188989731697526,0.03660178184509277,0.27148890495300293,STABILIZE
0.16,0.015,0.11,12.19011630206595,6.396193959391505,0.18285174453098926,0.003944715718413707,6.582990419640908,0.17,0.015,0.08,-3.0485883567548835,-1.6994004577811561,-0.04572882535132325,-0.0005115986326688313,-1.7456408817651483,0.002,8e-05,0,2.849040463605214,0.018697074607209253,0.00022792323708841712,0.0,0.01892499784429767,0.2,0.02,0.0,0.0005983394748426316,0.001299674282367601,1.1966789496852632e-05,0.0,0.0013116410718644537,-9.996473281065624,-10.0,-0.003526718934375724,39.97621224619691,40.0,0.023787753803091772,9.348537303604626,10.0,0.6514626963953746,0.006498371411838005,0,-0.006498371411838005,4.000197961329948,1.745187198629859,-0.0013116410718644537,0.5189249978442977,0.03373312950134277,0.3052403926849365,STABILIZE
0.16,0.015,0.11,13.527600184539208,6.396002648777543,0.20291400276808813,0.0020234557928535454,6.600940107338484,0.17,0.015,0.08,-3.3830399165438947,-1.6993476769895832,-0.05074559874815842,0.0008018407974459796,-1.7492914349402957,0.002,8e-05,0,3.1618551272698303,0.01869894885831781,0.00025294841018158647,0.0,0.018951897268499395,0.2,0.02,0.0,0.0008994857728412897,0.0018001455427888856,1.7989715456825793e-05,0.0,0.0018181352582457115,-9.996162805821077,-10.0,-0.003837194178922786,39.97501655485964,40.0,0.024983445140356917,9.349474429158905,10.0,0.6505255708410953,0.009000727713944428,0,-0.009000727713944428,4.000274750916676,1.7486630440236368,-0.0018181352582457115,0.5189518972684994,0.03345799446105957,0.33870410919189453,STABILIZE
