Mode,Time,Freq,time2delay,actualDelay,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control,North-Pos,East-Pos,Down-Pos,Yaw-Ang,North-Vel,East-Vel,Down-Vel,Yaw-Vel,North-Acc,East-Acc,Down-Acc,North-Avg,East-Avg,Down-Avg,Yaw-Avg,North-Dif,East-Dif,Down-Dif,Yaw-Dif,North-One,East-One,Down-One,Yaw-One,North-Two,East-Two,Down-Two,Yaw-Two,Landing-State,Q-Size,Kalman-Time,Kalman-Dt
STABILIZE,0.034422874450683594,29.0595073959885,0.03330400784810384,0.033418893814086914,0.0,0.0,0.0,1.191795759572411,-0.7897134087477501,20.728037819553965,-0.004044813933986178,0.0038070302480500058,0.06725118158896903,0.4,0.12721716623062326,0.13452885863371639,0.19432229655442246,0.13450236317793807,-0.09592349524609745,0.10436257580295205,1.8014714121818542,0.0972173841595641,-1.139438059180975,0.08804438984952867,24.666202068328857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.1801462173461914,0.069851318359375
STABILIZE,0.07064080238342285,27.612089452998994,0.032247336705525716,0.03523516654968262,0.0,0.0,0.0,1.1927444088151022,-0.7897610066285286,20.728630338464463,-0.005077327085101777,0.004740408252223161,0.0844805364895414,0.4,0.1585120095308404,0.16877753035644566,0.26416318359127705,0.1689610729790828,-0.02048187016043812,0.05158333806321025,1.8588095903396606,0.075392842018004,5.996429920196533,-0.1327084726653993,21.371781826019287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2084057331085205,0.0348486328125
STABILIZE,0.10402536392211914,29.953109712988024,0.0323517640431722,0.0325009822845459,0.0,0.0,0.0,1.1933101405774498,-0.7883574561149439,20.731005536748334,-0.005243315601473792,0.004829080134730579,0.08602188437593554,0.4,0.16149342009589832,0.17429305201765058,0.2919634181980983,0.17204376875187108,-0.12126142391934991,0.07598389638587832,1.7181754112243652,-0.15749847932966118,2.3455753922462463,-0.12102825567126274,20.924849808216095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.23712849617004395,0.0598720703125
STABILIZE,0.1378786563873291,29.54296943785086,0.03243997891743978,0.03274941444396973,0.0,0.0,0.0,1.193315369941033,-0.7885817317796435,20.73109603675484,-0.005790963149951722,0.005239711954837851,0.09333026459128266,0.4,0.1752850050567441,0.1924620767141209,0.34916132287055796,0.18666052918256532,-0.12126142391934991,0.07598389638587832,1.7181754112243652,-0.15749847932966118,2.3455753922462463,-0.12102825567126274,20.924849808216095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2657036781311035,0.0598720703125
STABILIZE,0.17109918594360352,30.097979979189837,0.03219488461812337,0.0323338508605957,0.0,0.0,0.0,1.1933296706496077,-0.7895347566122719,20.73233230099461,-0.006203317044664288,0.005626727538224541,0.09695756969125781,0.4,0.18825633787285928,0.20614127106231123,0.4092465007988861,0.19391513938251562,0.16624723793938756,0.09123347117565572,2.011321485042572,-0.26690954541637646,3.9802081882953644,1.7651990056037903,20.248699188232422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2946317195892334,0.034925048828125
STABILIZE,0.20447087287902832,29.96530734718372,0.0324430783589681,0.03255653381347656,0.0,0.0,0.0,1.1937053310539585,-0.7898368324004863,20.73328681993112,-0.006149763488196609,0.005437942765964153,0.09520734997722069,0.4,0.18194501990932324,0.20438857666446789,0.4303745249514433,0.19041469995444138,-0.18953996477648616,0.1099602086469531,1.5439754351973534,0.016356805623246293,-0.4012840799987316,-0.24879979901015759,16.91392809152603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.3233296871185303,0.06985107421875
STABILIZE,0.23820996284484863,29.64172438162544,0.03251007397969564,0.03263521194458008,0.0,0.0,0.0,1.192789978983471,-0.7895380649851511,20.733447329376613,-0.006754352858665168,0.005743444392242362,0.10447942527376078,0.4,0.19226798003950993,0.22444538433043382,0.560277047172772,0.20895885054752156,0.08677213336341083,0.07512830197811127,2.0064514130353928,0.26927545891184546,3.679327666759491,0.1511224079877138,31.49794340133667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.38202857971191406,0.029935791015625
STABILIZE,0.27154994010925293,29.992520290321426,0.03147462209065755,0.031610965728759766,0.0,0.0,0.0,1.19298378560117,-0.7896876888166567,20.73371029165966,-0.006397261477493557,0.00544817349325529,0.1000282871964137,0.4,0.18234924029482769,0.21260664756917197,0.5722419328253076,0.2000565743928274,-0.005738280015066266,-0.03172522701788694,1.8554836511611938,0.08031458028437999,4.816611856222153,1.637120172381401,23.103927075862885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.41066932678222656,0.03492626953125
STABILIZE,0.3049356937408447,29.9503291869582,0.03229239781697591,0.03242897987365723,0.0,0.0,0.0,1.1940260297798317,-0.7892455407896042,20.733430253903688,-0.006217405182436534,0.005058383057251309,0.09349566591684845,0.4,0.1692882431849527,0.20669544961903322,0.5902209421838827,0.1869913318336969,-0.2605415415018797,0.1483761123381555,1.8330415710806847,-0.23599200044722618,-5.037542060017586,-0.049224274698644876,24.22708123922348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.43944287300109863,0.034925048828125
STABILIZE,0.33912158012390137,29.255510295184422,0.032398494084676106,0.0333864688873291,0.0,0.0,0.0,1.1943852550414922,-0.7907965807005789,20.734565772853202,-0.006031135706791444,0.004818331704283666,0.08791754922154472,0.4,0.16122726487378194,0.20054401146610987,0.6095505353468179,0.17583509844308945,-0.026240275474265218,0.12176417512819171,1.9191833212971687,-0.1579827290696445,2.733626775443554,0.021529506193473935,26.811787486076355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.4679985046386719,0.029935791015625
