Mode,Time,Freq,time2delay,actualDelay,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control,North-Pos,East-Pos,Down-Pos,Yaw-Ang,North-Vel,East-Vel,Down-Vel,Yaw-Vel,North-Acc,East-Acc,Down-Acc,North-Raw,East-Raw,Down-Raw,Yaw-Raw,North-Dif,East-Dif,Down-Dif,Yaw-Dif,Landing-State,Q-Size,Kalman-Time,Kalman-Dt
STABILIZE,0.034418582916259766,29.063333240943486,0.033312352498372395,0.03343915939331055,0,0,0.0,5.768265081918195,-35.97148154691188,164.26604953880667,0,0,0,0.0,0.08694337789359463,0.08547621468515261,0.11156947757702232,0.08161431817997265,0.23653751704841852,0.4890396725386381,2.1779585629701614,-0.2504919851270608,2.94193085283041,0.852776225656271,24.34597760438919,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.11588621139526367,0.02993896484375
STABILIZE,0.06769394874572754,30.050323837909097,0.032256158192952473,0.03251171112060547,0,0,0.0,5.768195926252849,-35.97207577336967,164.28479157788917,0,0,0,0.0,0.11434714843327307,0.11173017131461704,0.16575980301592488,0.10484172253619675,0.040094065479934216,-0.3509683068841696,1.4481008052825928,0.11613852227470019,-0.6496801972389221,-2.602551132440567,23.031914234161377,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.17319512367248535,0.034929931640625
STABILIZE,0.10285258293151855,28.44521607031441,0.03257110913594564,0.03426837921142578,0,0,0.0,5.7645212844793825,-35.97107173556168,164.32795837344366,0,0,0,0.0,0.1292427539599046,0.12622936923690106,0.1999534338253917,0.11674137318951838,0.18957349238917232,0.18555810675024986,2.031158283352852,-0.06747224382948913,1.985744759440422,0.9562228806316853,30.163779854774475,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.20198988914489746,0.029939208984375
STABILIZE,0.1363680362701416,29.835921439190777,0.03244522412618001,0.03257155418395996,0,0,0.0,5.765372069917872,-35.970381886455506,164.34469233691019,0,0,0,0.0,0.13730508946319936,0.133229332085763,0.22672726095857132,0.12274935690576887,-0.011919462849618867,-0.1303279073908925,1.8025076016783714,-0.16082017908189555,-0.02044783905148506,-0.25702030397951603,23.008722066879272,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.23053503036499023,0.034929931640625
STABILIZE,0.16994643211364746,29.77936185621175,0.03237489064534505,0.032808780670166016,0,0,0.0,5.768938709325088,-35.97001647133491,164.38156169804992,0,0,0,0.0,0.144676322185754,0.14669192954338248,0.25947091548495066,0.13067034211178535,-0.31491704285144806,0.5007473286241293,1.8028799444437027,-0.07927298977616627,-2.6526909321546555,-0.7515137083828449,26.379263401031494,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.2600219249725342,0.034928955078125
STABILIZE,0.20346307754516602,29.838256217631326,0.032550843556722005,0.03267788887023926,0,0,0.0,5.7696204475816195,-35.96920026372909,164.40115068058952,0,0,0,0.0,0.1496359365497658,0.15918959766476024,0.29185476609584976,0.1368159639049273,-0.31491704285144806,0.5007473286241293,1.8028799444437027,-0.07927298977616627,-2.6526909321546555,-0.7515137083828449,26.379263401031494,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.2888064384460449,0.034928955078125
STABILIZE,0.23702287673950195,29.798826321099224,0.03246310551961263,0.03259539604187012,0,0,0.0,5.7716037637618625,-35.96978765999771,164.42016592723883,0,0,0,0.0,0.15755567816477864,0.16826538703937824,0.3262156455517106,0.14140071880508184,0.21954725962132215,0.23508751764893532,2.0542681217193604,-0.0772243198913459,-1.3509862124919891,0.2921072533354163,22.148385643959045,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.3174726963043213,0.034928955078125
STABILIZE,0.2703206539154053,30.028809530628024,0.03234365781148275,0.032473087310791016,0,0,0.0,5.769963664587413,-35.96977399961938,164.45949415647976,0,0,0,0.0,0.16868764571607722,0.18351993068864605,0.391412175681466,0.1497341941300369,0.07443510694429278,0.2963337814435363,1.7740912735462189,0.2158923011846125,4.944775253534317,-1.507126446813345,22.42194563150406,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.37487339973449707,0.064868896484375
STABILIZE,0.3047323226928711,29.0597087311375,0.0325048287709554,0.03359246253967285,0,0,0.0,5.76763072809903,-35.968319169326165,164.47928804469447,0,0,0,0.0,0.183660686513803,0.20314467904745118,0.4630369729026442,0.16557413939002902,-0.07473115110769868,0.08986825705505908,1.9415561109781265,0.1548679893853468,-4.852722585201263,0.33879338297992945,25.786641240119934,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.40358662605285645,0.039919189453125
STABILIZE,0.3397519588470459,28.555213637972823,0.03250912030537923,0.03433370590209961,0,0,0.0,5.767159018159476,-35.967827395705925,164.51876653809714,0,0,0,0.0,0.18913976945859012,0.20417697147799957,0.4989979507540265,0.16415704575742557,0.2966941334307194,-0.0769847072660923,1.9412610679864883,-0.19549382116645042,-2.444084733724594,-0.09861316066235304,22.980932891368866,0.0,0.0,0.0,0.0,0,0,0,0,False,0,0.43250489234924316,0.024948974609375
