E-kp,E-ki,E-kd,E-I-Tot,E-P,E-I,E-D,E-PID,N-kp,N-ki,N-kd,N-I-Tot,N-P,N-I,N-D,N-PID,Y-kp,Y-ki,Y-kd,Y-I-Tot,Y-P,Y-I,Y-D,Y-PID,D-kp,D-ki,D-kd,D-I-Tot,D-P,D-I,D-D,D-PID,errorN,desiredN,actualN,errorE,desiredE,actualE,errorD,desiredD,actualD,errorY,desiredY,actualY,roll,pitch,yaw-rate,thrust,dt,Time,Mode
0.03,0.0,0.0,-0.004512099324706869,-0.004035865759011491,-0.0,-0.0,-0.004035865759011491,0.03,0.0,0.0,-0.004266865085083339,-0.003816514986918698,-0.0,-0.0,-0.003816514986918698,0.5,0,0,-0.004511210666843127,-0.06725118158896903,-0.0,-0.0,-0.06725118158896903,0.002,8e-05,0.0,-0.006517571857544539,-0.0003886445931088449,-5.214057486035632e-07,-0.0,-0.0003891659988574485,-0.12721716623062326,0.0,0.12721716623062326,-0.13452885863371639,0.0,0.13452885863371639,-0.19432229655442246,0.0,0.19432229655442246,-0.13450236317793807,0,0.13450236317793807,-0.004044813933986178,0.0038070302480500058,0.06725118158896903,0.4,0.03354001045227051,0.03385162353515625,STABILIZE
0.03,0.0,0.0,-0.010640082362033692,-0.005063325910693369,-0.0,-0.0,-0.005063325910693369,0.03,0.0,0.0,-0.010022127077400321,-0.0047553602859252125,-0.0,-0.0,-0.0047553602859252125,0.5,0,0,-0.010645857778918355,-0.0844805364895414,-0.0,-0.0,-0.0844805364895414,0.002,8e-05,0.0,-0.01610882197665007,-0.0005283263671825541,-1.2887057581320056e-06,-0.0,-0.000529615072940686,-0.1585120095308404,0.0,0.1585120095308404,-0.16877753035644566,0.0,0.16877753035644566,-0.26416318359127705,0.0,0.26416318359127705,-0.1689610729790828,0,0.1689610729790828,-0.005077327085101777,0.004740408252223161,0.0844805364895414,0.4,0.03630805015563965,0.07004117965698242,STABILIZE
0.03,0.0,0.0,-0.016471952323357696,-0.005228791560529517,-0.0,-0.0,-0.005228791560529517,0.03,0.0,0.0,-0.015425719559752235,-0.004844802602876949,-0.0,-0.0,-0.004844802602876949,0.5,0,0,-0.016402466406756272,-0.08602188437593554,-0.0,-0.0,-0.08602188437593554,0.002,8e-05,0.0,-0.025877958891083908,-0.0005839268363961966,-2.0702367112867126e-06,-0.0,-0.0005859970731074833,-0.16149342009589832,0.0,0.16149342009589832,-0.17429305201765058,0.0,0.17429305201765058,-0.2919634181980983,0.0,0.2919634181980983,-0.17204376875187108,0,0.17204376875187108,-0.005243315601473792,0.004829080134730579,0.08602188437593554,0.4,0.033460140228271484,0.10350465774536133,STABILIZE
0.03,0.0,0.0,-0.02294186196570542,-0.005773862301423627,-0.0,-0.0,-0.005773862301423627,0.03,0.0,0.0,-0.021318195437273466,-0.005258550151702323,-0.0,-0.0,-0.005258550151702323,0.5,0,0,-0.022677348078109456,-0.09333026459128266,-0.0,-0.0,-0.09333026459128266,0.002,8e-05,0.0,-0.037615555451109825,-0.0006983226457411159,-3.009244436088786e-06,-0.0,-0.0007013318901772047,-0.1752850050567441,0.0,0.1752850050567441,-0.1924620767141209,0.0,0.1924620767141209,-0.34916132287055796,0.0,0.34916132287055796,-0.18666052918256532,0,0.18666052918256532,-0.005790963149951722,0.005239711954837851,0.09333026459128266,0.4,0.03361654281616211,0.13714098930358887,STABILIZE
0.03,0.0,0.0,-0.029837805069198368,-0.0061842381318693365,-0.0,-0.0,-0.0061842381318693365,0.03,0.0,0.0,-0.027615842619485555,-0.005647690136185778,-0.0,-0.0,-0.005647690136185778,0.5,0,0,-0.029164296379129307,-0.09695756969125781,-0.0,-0.0,-0.09695756969125781,0.002,8e-05,0.0,-0.05130587845275485,-0.0008184930015977722,-4.104470276220388e-06,-0.0,-0.0008225974718739926,-0.18825633787285928,0.0,0.18825633787285928,-0.20614127106231123,0.0,0.20614127106231123,-0.4092465007988861,0.0,0.4092465007988861,-0.19391513938251562,0,0.19391513938251562,-0.006203317044664288,0.005626727538224541,0.09695756969125781,0.4,0.033452510833740234,0.17056035995483398,STABILIZE
0.03,0.0,0.0,-0.036668488859730744,-0.006131657299934036,-0.0,0.0,-0.006131657299934036,0.03,0.0,0.0,-0.033696460815202764,-0.005458350597279697,-0.0,0.0,-0.005458350597279697,0.5,0,0,-0.03552797200955902,-0.09520734997722069,-0.0,0.0,-0.09520734997722069,0.002,8e-05,0.0,-0.06568903204880883,-0.0008607490499028866,-5.255122563904706e-06,-0.0,-0.0008660041724667913,-0.18194501990932324,0.0,0.18194501990932324,-0.20438857666446789,0.0,0.20438857666446789,-0.4303745249514433,0.0,0.4303745249514433,-0.19041469995444138,0,0.19041469995444138,-0.006149763488196609,0.005437942765964153,0.09520734997722069,0.4,0.03342008590698242,0.20396757125854492,STABILIZE
0.03,0.0,0.0,-0.04417557324773598,-0.006733361529913014,-0.0,-0.0,-0.006733361529913014,0.03,0.0,0.0,-0.04012729901476645,-0.005768039401185298,-0.0,-0.0,-0.005768039401185298,0.5,0,0,-0.04251707418851665,-0.10447942527376078,-0.0,-0.0,-0.10447942527376078,0.002,8e-05,0.0,-0.08442876726918719,-0.0011205540943455441,-6.7543013815349755e-06,-0.0,-0.0011273083957270792,-0.19226798003950993,0.0,0.19226798003950993,-0.22444538433043382,0.0,0.22444538433043382,-0.560277047172772,0.0,0.560277047172772,-0.20895885054752156,0,0.20895885054752156,-0.006754352858665168,0.005743444392242362,0.10447942527376078,0.4,0.033447265625,0.23743104934692383,STABILIZE
0.03,0.0,0.0,-0.05128962424636245,-0.006378199427075158,-0.0,0.0,-0.006378199427075158,0.03,0.0,0.0,-0.04622890406733724,-0.00547047720884483,-0.0,0.0,-0.00547047720884483,0.5,0,0,-0.04921118601010511,-0.1000282871964137,-0.0,0.0,-0.1000282871964137,0.002,8e-05,0.0,-0.1035766083184532,-0.0011444838656506152,-8.286128665476256e-06,-0.0,-0.0011527699943160914,-0.18234924029482769,0.0,0.18234924029482769,-0.21260664756917197,0.0,0.21260664756917197,-0.5722419328253076,0.0,0.5722419328253076,-0.2000565743928274,0,0.2000565743928274,-0.006397261477493557,0.00544817349325529,0.1000282871964137,0.4,0.03346109390258789,0.2708864212036133,STABILIZE
0.03,0.0,0.0,-0.05820489449459445,-0.006200863488570996,-0.0,0.0,-0.006200863488570996,0.03,0.0,0.0,-0.051892666639905105,-0.005078647295548581,-0.0,0.0,-0.005078647295548581,0.5,0,0,-0.05546722887940961,-0.09349566591684845,-0.0,0.0,-0.09349566591684845,0.002,8e-05,0.0,-0.12332323229537416,-0.0011804418843677654,-9.865858583629934e-06,-0.0,-0.0011903077429513953,-0.1692882431849527,0.0,0.1692882431849527,-0.20669544961903322,0.0,0.20669544961903322,-0.5902209421838827,0.0,0.5902209421838827,-0.1869913318336969,0,0.1869913318336969,-0.006217405182436534,0.005058383057251309,0.09349566591684845,0.4,0.03345632553100586,0.304340124130249,STABILIZE
0.03,0.0,0.0,-0.06508051185395564,-0.006016320343983296,-0.0,0.0,-0.006016320343983296,0.03,0.0,0.0,-0.057420316022523704,-0.0048368179462134585,-0.0,0.0,-0.0048368179462134585,0.5,0,0,-0.06149570535398434,-0.08791754922154472,-0.0,0.0,-0.08791754922154472,0.002,8e-05,0.0,-0.14422156883307094,-0.0012191010706936358,-1.1537725506645676e-05,-0.0,-0.0012306387962002815,-0.16122726487378194,0.0,0.16122726487378194,-0.20054401146610987,0.0,0.20054401146610987,-0.6095505353468179,0.0,0.6095505353468179,-0.17583509844308945,0,0.17583509844308945,-0.006031135706791444,0.004818331704283666,0.08791754922154472,0.4,0.03428483009338379,0.3386268615722656,STABILIZE
