E-kp,E-ki,E-kd,E-I-Tot,E-P,E-I,E-D,E-PID,N-kp,N-ki,N-kd,N-I-Tot,N-P,N-I,N-D,N-PID,Y-kp,Y-ki,Y-kd,Y-I-Tot,Y-P,Y-I,Y-D,Y-PID,D-kp,D-ki,D-kd,D-I-Tot,D-P,D-I,D-D,D-PID,errorN,desiredN,actualN,errorE,desiredE,actualE,errorD,desiredD,actualD,errorY,desiredY,actualY,roll,pitch,yaw-rate,thrust,dt,Time,Mode
0.025,0.001,0.005,-0.0009871176904107362,-0.000735812838089236,-9.871176904107363e-07,-0.004387890424467243,-0.00512469038024689,0.03,0.001,0.006,-0.0009716198902224908,-0.0008691126449221059,-9.716198902224909e-07,-0.005182800373992135,-0.006052884638804464,0.2,0,0,-0.0009934781975736127,-0.0059244324703146296,-0.0,-0.0,-0.0059244324703146296,0.002,8e-05,0.0,-0.0011455658202394752,-6.831380254629576e-05,-9.164526561915802e-08,-0.0,-6.840544781191492e-05,-0.028970421497403528,0.0,0.028970421497403528,-0.029432513523569438,0.0,0.029432513523569438,-0.034156901273147876,0.0,0.034156901273147876,-0.029622162351573146,0,0.029622162351573146,-0.005127819062380878,0.006050234343193109,0.0059244324703146296,0.4,0.0335383415222168,0.033753395080566406,STABILIZE
0.025,0.001,0.005,-0.0026739407295920652,-0.0012607629426504541,-2.673940729592065e-06,-0.0031388598481200563,-0.004402296731500103,0.03,0.001,0.006,-0.0026119959809932205,-0.001471257154460458,-2.6119959809932206e-06,-0.0036004321312321334,-0.0050743012816735844,0.2,0,0,-0.00267477025167213,-0.01005303185144466,-0.0,-0.0,-0.01005303185144466,0.002,8e-05,0.0,-0.0032421095162464652,-0.00012535966313838756,-2.5936876129971724e-07,-0.0,-0.00012561903189968728,-0.04904190514868193,0.0,0.04904190514868193,-0.05043051770601816,0.0,0.05043051770601816,-0.06267983156919378,0.0,0.06267983156919378,-0.050265159257223295,0,0.050265159257223295,-0.004406746683432184,0.00507043722744204,0.01005303185144466,0.4,0.03344845771789551,0.06718659400939941,STABILIZE
0.025,0.001,0.005,-0.006017199678146035,-0.0022759451637910082,-6.017199678146035e-06,-0.005528734931096612,-0.007810697294565766,0.03,0.001,0.006,-0.005841455270045138,-0.0026381703710112153,-5.841455270045138e-06,-0.006355069787032101,-0.008999081613313361,0.2,0,0,-0.005990931616847326,-0.018059986468437896,-0.0,-0.0,-0.018059986468437896,0.002,8e-05,0.0,-0.00802609499155157,-0.00026053832559697857,-6.420875993241256e-07,-0.0,-0.0002611804131963027,-0.0879390123670405,0.0,0.0879390123670405,-0.09103780655164033,0.0,0.09103780655164033,-0.13026916279848927,0.0,0.13026916279848927,-0.09029993234218948,0,0.09029993234218948,-0.00782487042109917,0.008986760540006552,0.018059986468437896,0.4,0.03672385215759277,0.10392594337463379,STABILIZE
0.025,0.001,0.005,-0.009489072807574325,-0.00259596032356665,-9.489072807574324e-06,-0.0019142327539006724,-0.004519682150274897,0.03,0.001,0.006,-0.009131202769224873,-0.002951739420442297,-9.131202769224872e-06,-0.0018756740944750857,-0.004836544717686608,0.2,0,0,-0.009403014467340463,-0.020410035437120846,-0.0,-0.0,-0.020410035437120846,0.002,8e-05,0.0,-0.013299972151188371,-0.0003154671924324831,-1.0639977720950698e-06,-0.0,-0.00031653119020457816,-0.09839131401474324,0.0,0.09839131401474324,-0.10383841294266599,0.0,0.10383841294266599,-0.15773359621624153,0.0,0.15773359621624153,-0.10205017718560423,0,0.10205017718560423,-0.004528289402568263,0.004828486992038367,0.020410035437120846,0.4,0.03343534469604492,0.13732194900512695,STABILIZE
0.025,0.001,0.005,-0.013463428327223293,-0.0029554449487769747,-1.3463428327223294e-05,-0.0021385847632165063,-0.005107493140320704,0.03,0.001,0.006,-0.012789215809946113,-0.0032642443114041606,-1.2789215809946113e-05,-0.0018591009221901001,-0.005136134449404207,0.2,0,0,-0.013300165731099833,-0.02318426916797768,-0.0,-0.0,-0.02318426916797768,0.002,8e-05,0.0,-0.019750737365372105,-0.0003837579476471078,-1.5800589892297686e-06,-0.0,-0.0003853380066363376,-0.10880814371347203,0.0,0.10880814371347203,-0.11821779795107898,0.0,0.11821779795107898,-0.1918789738235539,0.0,0.1918789738235539,-0.1159213458398884,0,0.1159213458398884,-0.00511787415404781,0.005125790417497493,0.02318426916797768,0.4,0.033618927001953125,0.1709585189819336,STABILIZE
0.025,0.001,0.005,-0.01783097281084668,-0.003255797419690945,-1.783097281084668e-05,-0.0017911882586953932,-0.0050648166511971845,0.03,0.001,0.006,-0.016731706890947384,-0.0035267283033224004,-1.6731706890947385e-05,-0.0015653550076973196,-0.005108815017910668,0.2,0,0,-0.017555456365575532,-0.02537693996195724,-0.0,-0.0,-0.02537693996195724,0.002,8e-05,0.0,-0.027304948096539085,-0.00045050448641898133,-2.184395847723127e-06,-0.0,-0.00045268888226670444,-0.11755761011074668,0.0,0.11755761011074668,-0.1302318967876378,0.0,0.1302318967876378,-0.22525224320949067,0.0,0.22525224320949067,-0.1268846998097862,0,0.1268846998097862,-0.0050761179782101385,0.005097586180611922,0.02537693996195724,0.4,0.033536672592163086,0.20447230339050293,STABILIZE
0.025,0.001,0.005,-0.02241359754684529,-0.003425456455071631,-2.241359754684529e-05,-0.0010145445833095973,-0.004462414635928074,0.03,0.001,0.006,-0.020794880786972822,-0.003644607896662763,-2.079488078697282e-05,-0.0007049085398714801,-0.004370311317321215,0.2,0,0,-0.02205730760278726,-0.026920633948734098,-0.0,-0.0,-0.026920633948734098,0.002,8e-05,0.0,-0.03578361132916813,-0.0005070158413354569,-2.8626889063334505e-06,-0.0,-0.0005098785302417903,-0.12148692988875877,0.0,0.12148692988875877,-0.13701825820286523,0.0,0.13701825820286523,-0.2535079206677284,0.0,0.2535079206677284,-0.13460316974367048,0,0.13460316974367048,-0.004472669347011069,0.00435981585684058,0.026920633948734098,0.4,0.03344535827636719,0.23792552947998047,STABILIZE
0.025,0.001,0.005,-0.02729081373092617,-0.0036426737686091346,-2.7290813730926172e-05,-0.0012978744927377838,-0.004967839075077845,0.03,0.001,0.006,-0.02508101558226597,-0.003841451401354158,-2.508101558226597e-05,-0.0011761408869277925,-0.005042673303864216,0.2,0,0,-0.026798386520603176,-0.02832796932841051,-0.0,-0.0,-0.02832796932841051,0.002,8e-05,0.0,-0.04545742090611938,-0.0005780105873263996,-3.6365936724895507e-06,-0.0,-0.0005816471809988892,-0.1280483800451386,0.0,0.1280483800451386,-0.14570695074436538,0.0,0.14570695074436538,-0.2890052936631998,0.0,0.2890052936631998,-0.14163984664205254,0,0.14163984664205254,-0.004980289782962017,0.0050303770040722885,0.02832796932841051,0.4,0.03347277641296387,0.27141261100769043,STABILIZE
0.025,0.001,0.005,-0.03259932942732742,-0.00397000389047196,-3.259932942732742e-05,-0.0019583656623941574,-0.005960968882293445,0.03,0.001,0.006,-0.029634515476104004,-0.004086433193984303,-2.9634515476104006e-05,-0.0014656883022812607,-0.005581756011741668,0.2,0,0,-0.03186865285927298,-0.030334621941713727,-0.0,-0.0,-0.030334621941713727,0.002,8e-05,0.0,-0.05749655137350806,-0.0007202826179955954,-4.599724109880645e-06,-0.0,-0.000724882342105476,-0.13621443979947678,0.0,0.13621443979947678,-0.1588001556188784,0.0,0.1588001556188784,-0.36014130899779767,0.0,0.36014130899779767,-0.15167310970856862,0,0.15167310970856862,-0.005975723976328915,0.005565956624787221,0.030334621941713727,0.4,0.03342890739440918,0.30483293533325195,STABILIZE
0.025,0.001,0.005,-0.03798846565932165,-0.0040256451836176346,-3.798846565932165e-05,-0.0003325090984820084,-0.004396142747758965,0.03,0.001,0.006,-0.03419194804483676,-0.004085242386947507,-3.419194804483676e-05,7.116192882766798e-06,-0.004112318142109577,0.2,0,0,-0.03711442968615956,-0.03134845408749214,-0.0,-0.0,-0.03134845408749214,0.002,8e-05,0.0,-0.07041423318222856,-0.0007719530747514636,-5.633138654578285e-06,-0.0,-0.0007775862134060419,-0.13617474623158357,0.0,0.13617474623158357,-0.16102580734470537,0.0,0.16102580734470537,-0.3859765373757318,0.0,0.3859765373757318,-0.15674227043746072,0,0.15674227043746072,-0.004407376223637685,0.004100276378966487,0.03134845408749214,0.4,0.03346753120422363,0.3383064270019531,STABILIZE
