E-kp,E-ki,E-kd,E-I-Tot,E-P,E-I,E-D,E-PID,N-kp,N-ki,N-kd,N-I-Tot,N-P,N-I,N-D,N-PID,Y-kp,Y-ki,Y-kd,Y-I-Tot,Y-P,Y-I,Y-D,Y-PID,D-kp,D-ki,D-kd,D-I-Tot,D-P,D-I,D-D,D-PID,errorN,desiredN,actualN,errorE,desiredE,actualE,errorD,desiredD,actualD,errorY,desiredY,actualY,roll,pitch,yaw-rate,thrust,dt,Time,Mode
0.03,0.0,0.01,-0.0012709904647846479,-0.0011357849817641272,-0.0,-0.011277359932563506,-0.012413144914327634,0.03,0.0,0.01,-0.0012584091985725152,-0.0011245420860766778,-0.0,-0.011165727728064113,-0.01229026981414079,0.5,0,0,-0.001257510258002018,-0.018728979550802854,-0.0,-0.0,-0.018728979550802854,0.002,8e-05,0.0,-0.0014674975494129406,-8.742586843777193e-05,-1.1739980395303526e-07,-0.0,-8.754326824172496e-05,-0.03748473620255593,0.0,0.03748473620255593,-0.03785949939213758,0.0,0.03785949939213758,-0.04371293421888596,0.0,0.04371293421888596,-0.03745795910160571,0,0.03745795910160571,-0.01242117720578656,0.012282151912060309,0.018728979550802854,0.4,0.03357124328613281,0.03384208679199219,STABILIZE
0.03,0.0,0.01,-0.004034887989261178,-0.0024768981566356874,-0.0,-0.013353931143579316,-0.015830829300215003,0.03,0.0,0.01,-0.003909675490530796,-0.0023759623984415065,-0.0,-0.012460828061432557,-0.014836790459874063,0.5,0,0,-0.003937626767295464,-0.04003028080605779,-0.0,-0.0,-0.04003028080605779,0.002,8e-05,0.0,-0.005139272668830581,-0.0002193668649513049,-4.111418135064465e-07,-0.0,-0.00021977800676481132,-0.07919874661471689,0.0,0.07919874661471689,-0.08256327188785625,0.0,0.08256327188785625,-0.10968343247565245,0.0,0.10968343247565245,-0.08006056161211558,0,0.08006056161211558,-0.01585154558858671,0.014814655241878328,0.04003028080605779,0.4,0.03347611427307129,0.06726908683776855,STABILIZE
0.03,0.0,0.01,-0.007421978958411386,-0.0030015189200039275,-0.0,-0.005165557377895302,-0.00816707629789923,0.03,0.0,0.01,-0.007174632117020433,-0.0028932878321421456,-0.0,-0.005093725596501998,-0.007987013428644144,0.5,0,0,-0.0072219188863023205,-0.048507037571989244,-0.0,-0.0,-0.048507037571989244,0.002,8e-05,0.0,-0.009908050488559032,-0.0002817280272182195,-7.926440390847226e-07,-0.0,-0.0002825206712573042,-0.09644292773807152,0.0,0.09644292773807152,-0.10005063066679759,0.0,0.10005063066679759,-0.14086401360910975,0.0,0.14086401360910975,-0.09701407514397849,0,0.09701407514397849,-0.00818058831522793,0.007973173369606705,0.048507037571989244,0.4,0.033853769302368164,0.10112714767456055,STABILIZE
0.03,0.0,0.01,-0.01122496339974636,-0.0034120487260019643,-0.0,-0.004092539317619965,-0.007504588043621929,0.03,0.0,0.01,-0.010821539395909057,-0.0032720158409091896,-0.0,-0.003775509704575408,-0.007047525545484597,0.5,0,0,-0.010923871074561275,-0.05535670490075755,-0.0,-0.0,-0.05535670490075755,0.002,8e-05,0.0,-0.015669479843108156,-0.00034461141405106474,-1.2535583874486527e-06,-0.0,-0.0003458649724385134,-0.10906719469697299,0.0,0.10906719469697299,-0.11373495753339881,0.0,0.11373495753339881,-0.17230570702553236,0.0,0.17230570702553236,-0.1107134098015151,0,0.1107134098015151,-0.007518192053647281,0.007033011180369761,0.05535670490075755,0.4,0.033437252044677734,0.13451695442199707,STABILIZE
0.03,0.0,0.01,-0.01535192071841559,-0.0037008973216385195,-0.0,-0.002878092910173032,-0.0065789902318115516,0.03,0.0,0.01,-0.01475451090394452,-0.003526938273464528,-0.0,-0.0025400519748579637,-0.0060669902483224914,0.5,0,0,-0.014886297953664553,-0.05922254537551365,-0.0,-0.0,-0.05922254537551365,0.002,8e-05,0.0,-0.02234740134609538,-0.0003992336225159866,-1.7877921076876306e-06,-0.0,-0.00040102141462367426,-0.11756460911548426,0.0,0.11756460911548426,-0.12336324405461732,0.0,0.12336324405461732,-0.1996168112579933,0.0,0.1996168112579933,-0.1184450907510273,0,0.1184450907510273,-0.006591518192005144,0.0060533768318168715,0.05922254537551365,0.4,0.03345370292663574,0.16798686981201172,STABILIZE
0.03,0.0,0.01,-0.02039375522314577,-0.004034067764927759,-0.0,-0.0029619557110696277,-0.006996023475997386,0.03,0.0,0.01,-0.019440744115399724,-0.003749544400858321,-0.0,-0.0019790155568533726,-0.005728559957711694,0.5,0,0,-0.019720039867972043,-0.06445948203375097,-0.0,-0.0,-0.06445948203375097,0.002,8e-05,0.0,-0.031103553092157045,-0.00046706424642940065,-2.4882842473725637e-06,-0.0,-0.00046955253067677323,-0.12498481336194403,0.0,0.12498481336194403,-0.13446892549759196,0.0,0.13446892549759196,-0.23353212321470032,0.0,0.23353212321470032,-0.12891896406750195,0,0.12891896406750195,-0.007008895361353294,0.005712803994485076,0.06445948203375097,0.4,0.03749442100524902,0.20548796653747559,STABILIZE
0.03,0.0,0.01,-0.025173734563292798,-0.004289284245128375,-0.0,-0.002544632168937716,-0.006833916414066091,0.03,0.0,0.01,-0.023916623406479313,-0.0040164019884097475,-0.0,-0.002660699658872707,-0.006677101647282455,0.5,0,0,-0.024291877978172345,-0.06837516713603078,-0.0,-0.0,-0.06837516713603078,0.002,8e-05,0.0,-0.03996060436479384,-0.0005298545980862846,-3.196848349183507e-06,-0.0,-0.0005330514464354681,-0.13388006628032492,0.0,0.13388006628032492,-0.14297614150427918,0.0,0.14297614150427918,-0.2649272990431423,0.0,0.2649272990431423,-0.13675033427206157,0,0.13675033427206157,-0.006849833463620196,0.006660771838402285,0.06837516713603078,0.4,0.0334320068359375,0.23890399932861328,STABILIZE
0.03,0.0,0.01,-0.030327817644672676,-0.004621095171345133,-0.0,-0.003305534325848407,-0.00792662949719354,0.03,0.0,0.01,-0.028568294701182093,-0.004170638194850517,-0.0,-0.0015365168365358511,-0.005707155031386368,0.5,0,0,-0.029150350800794245,-0.07260090348510896,-0.0,-0.0,-0.07260090348510896,0.002,8e-05,0.0,-0.05072126732395446,-0.0006431929385680583,-4.057701385916357e-06,-0.0,-0.0006472506399539747,-0.1390212731616839,0.0,0.1390212731616839,-0.15403650571150443,0.0,0.15403650571150443,-0.3215964692840292,0.0,0.3215964692840292,-0.14520180697021792,0,0.14520180697021792,-0.007941067383070223,0.005687048668298496,0.07260090348510896,0.4,0.033460140228271484,0.2723703384399414,STABILIZE
0.03,0.0,0.01,-0.03560819805171704,-0.004731230470424784,-0.0,-0.001096460319369424,-0.005827690789794207,0.03,0.0,0.01,-0.03325167169003999,-0.004196314319440014,-0.0,-0.000255620604863559,-0.004451934924303573,0.5,0,0,-0.03419927975311519,-0.07539749241791706,-0.0,-0.0,-0.07539749241791706,0.002,8e-05,0.0,-0.06259633933171996,-0.0007093390777512409,-5.007707146537597e-06,-0.0,-0.0007143467848977785,-0.1398771439813338,0.0,0.1398771439813338,-0.1577076823474928,0.0,0.1577076823474928,-0.35466953887562047,0.0,0.35466953887562047,-0.15079498483583412,0,0.15079498483583412,-0.005839387502278445,0.004436581804714121,0.07539749241791706,0.4,0.03348207473754883,0.30585455894470215,STABILIZE
0.03,0.0,0.01,-0.04111411870046953,-0.004849369334843064,-0.0,-0.0011561271400390841,-0.006005496474882148,0.03,0.0,0.01,-0.03818600548364288,-0.004345941126485236,-0.0,-0.0014642735339819707,-0.005810214660467207,0.5,0,0,-0.039493271392570556,-0.07771186193026354,-0.0,-0.0,-0.07771186193026354,0.002,8e-05,0.0,-0.0757192660285394,-0.0007705392354485228,-6.057541282283153e-06,-0.0,-0.0007765967767308059,-0.14486470421617453,0.0,0.14486470421617453,-0.16164564449476881,0.0,0.16164564449476881,-0.3852696177242614,0.0,0.3852696177242614,-0.15542372386052708,0,0.15542372386052708,-0.006021235471856144,0.005793902458877893,0.07771186193026354,0.4,0.03406167030334473,0.3399357795715332,STABILIZE
