E-kp,E-ki,E-kd,E-I-Tot,E-P,E-I,E-D,E-PID,N-kp,N-ki,N-kd,N-I-Tot,N-P,N-I,N-D,N-PID,Y-kp,Y-ki,Y-kd,Y-I-Tot,Y-P,Y-I,Y-D,Y-PID,D-kp,D-ki,D-kd,D-I-Tot,D-P,D-I,D-D,D-PID,errorN,desiredN,actualN,errorE,desiredE,actualE,errorD,desiredD,actualD,errorY,desiredY,actualY,roll,pitch,yaw-rate,thrust,dt,Time,Mode
0.01,0.0,0.0,-0.0021645073115516855,-0.0006443477227792471,-0.0,-0.0,-0.0006443477227792471,0.01,0.0,0.0,-0.002129869540868736,-0.0006340364761770314,-0.0,-0.0,-0.0006340364761770314,0.5,0,0,-0.002153851954920782,-0.03205878758066962,-0.0,-0.0,-0.03205878758066962,0.002,8e-05,0.0,-0.0027650571103574667,-0.00016462483105554116,-2.2120456882859735e-07,-0.0,-0.00016484603562436976,-0.06340364761770315,0.0,0.06340364761770315,-0.06443477227792471,0.0,0.06443477227792471,-0.08231241552777058,0.0,0.08231241552777058,-0.06411757516133924,0,0.06411757516133924,-0.000645056845803514,0.0006333150137615643,0.03205878758066962,0.4,0.03359222412109375,0.033838748931884766,STABILIZE
0.01,0.0,0.0,-0.006193455757122214,-0.0009756999094113716,-0.0,-0.0,-0.0009756999094113716,0.01,0.0,0.0,-0.006004549015108536,-0.0009383402302330834,-0.0,-0.0,-0.0009383402302330834,0.5,0,0,-0.006123874344853602,-0.048071482404759926,-0.0,-0.0,-0.048071482404759926,0.002,8e-05,0.0,-0.008725095375504007,-0.00028867129346294286,-6.980076300403206e-07,-0.0,-0.00028936930109298316,-0.09383402302330834,0.0,0.09383402302330834,-0.09756999094113716,0.0,0.09756999094113716,-0.14433564673147142,0.0,0.14433564673147142,-0.09614296480951985,0,0.09614296480951985,-0.000977273080521823,0.0009367016744869314,0.048071482404759926,0.4,0.04129290580749512,0.07506370544433594,STABILIZE
0.01,0.0,0.0,-0.011299204977248824,-0.0013257310768614605,-0.0,-0.0,-0.0013257310768614605,0.01,0.0,0.0,-0.010854257740016422,-0.0012592489942498824,-0.0,-0.0,-0.0012592489942498824,0.5,0,0,-0.011135592203730421,-0.06506577024762117,-0.0,-0.0,-0.06506577024762117,0.002,8e-05,0.0,-0.01679801293258277,-0.0004192339742880839,-1.3438410346066216e-06,-0.0,-0.0004205778153226905,-0.12592489942498825,0.0,0.12592489942498825,-0.13257310768614605,0.0,0.13257310768614605,-0.20961698714404195,0.0,0.20961698714404195,-0.13013154049524234,0,0.13013154049524234,-0.0013285876913793422,0.0012562347169183384,0.06506577024762117,0.4,0.0385127067565918,0.11356449127197266,STABILIZE
0.01,0.0,0.0,-0.01593010933539876,-0.001383050340219291,-0.0,-0.0,-0.001383050340219291,0.01,0.0,0.0,-0.015199285600366281,-0.0012976714256564667,-0.0,-0.0,-0.0012976714256564667,0.5,0,0,-0.015700680005773026,-0.0681696894326309,-0.0,-0.0,-0.0681696894326309,0.002,8e-05,0.0,-0.024683656409004218,-0.00047101995849768767,-1.9746925127203374e-06,-0.0,-0.00047299465101040804,-0.12976714256564667,0.0,0.12976714256564667,-0.1383050340219291,0.0,0.1383050340219291,-0.23550997924884384,0.0,0.23550997924884384,-0.1363393788652618,0,0.1363393788652618,-0.0013861343230152224,0.0012943766882577551,0.0681696894326309,0.4,0.033483266830444336,0.14711499214172363,STABILIZE
0.01,0.0,0.0,-0.020893610764922976,-0.0014539535495938219,-0.0,-0.0,-0.0014539535495938219,0.01,0.0,0.0,-0.019791291323612313,-0.0013451316809046843,-0.0,-0.0,-0.0013451316809046843,0.5,0,0,-0.020618067152136835,-0.07202226691881941,-0.0,-0.0,-0.07202226691881941,0.002,8e-05,0.0,-0.033820113451465135,-0.0005352666594827948,-2.705609076117211e-06,-0.0,-0.000537972268558912,-0.13451316809046843,0.0,0.13451316809046843,-0.1453953549593822,0.0,0.1453953549593822,-0.2676333297413974,0.0,0.2676333297413974,-0.14404453383763882,0,0.14404453383763882,-0.001457330681375709,0.0013414721199007257,0.07202226691881941,0.4,0.03413796424865723,0.1812574863433838,STABILIZE
0.01,0.0,0.0,-0.02616892215464213,-0.001553450370570346,-0.0,-0.0,-0.001553450370570346,0.01,0.0,0.0,-0.024395403415336622,-0.0013557985693461237,-0.0,-0.0,-0.0013557985693461237,0.5,0,0,-0.026025970291159554,-0.0796247701291679,-0.0,-0.0,-0.0796247701291679,0.002,8e-05,0.0,-0.04483256317398641,-0.000648579499427378,-3.5866050539189127e-06,-0.0,-0.0006521661044812969,-0.13557985693461236,0.0,0.13557985693461236,-0.1553450370570346,0.0,0.1553450370570346,-0.32428974971368896,0.0,0.32428974971368896,-0.1592495402583358,0,0.1592495402583358,-0.0015572127109498065,0.0013514756332699807,0.0796247701291679,0.4,0.03395867347717285,0.21516895294189453,STABILIZE
0.01,0.0,0.0,-0.03156462303956978,-0.0016122425432928162,-0.0,-0.0,-0.0016122425432928162,0.01,0.0,0.0,-0.029215568669901607,-0.0014402717376012807,-0.0,-0.0,-0.0014402717376012807,0.5,0,0,-0.031905706933943394,-0.08784365331790336,-0.0,-0.0,-0.08784365331790336,0.002,8e-05,0.0,-0.0569016374316027,-0.0007212510623279319,-4.552130994528217e-06,-0.0,-0.00072580319332246,-0.14402717376012808,0.0,0.14402717376012808,-0.1612242543292816,0.0,0.1612242543292816,-0.36062553116396595,0.0,0.36062553116396595,-0.17568730663580673,0,0.17568730663580673,-0.0016166512938094537,0.0014353213196913503,0.08784365331790336,0.4,0.03346705436706543,0.24863648414611816,STABILIZE
0.01,0.0,0.0,-0.03695004176413412,-0.001609881283318613,-0.0,0.0,-0.001609881283318613,0.01,0.0,0.0,-0.03416030049415077,-0.001478145270037958,-0.0,-0.0,-0.001478145270037958,0.5,0,0,-0.03814406871426347,-0.09324272059755123,-0.0,-0.0,-0.09324272059755123,0.002,8e-05,0.0,-0.06972923957395989,-0.0007669196270531092,-5.578339165916792e-06,-0.0,-0.000772497966219026,-0.1478145270037958,0.0,0.1478145270037958,-0.1609881283318613,0.0,0.1609881283318613,-0.3834598135265546,0.0,0.3834598135265546,-0.18648544119510246,0,0.18648544119510246,-0.001614683792579889,0.0014728976324561722,0.09324272059755123,0.4,0.03345227241516113,0.2820866107940674,STABILIZE
0.01,0.0,0.0,-0.04224708621767859,-0.0015842310550894074,-0.0,0.0,-0.0015842310550894074,0.01,0.0,0.0,-0.03884864361205722,-0.0014021816938561101,-0.0,0.0,-0.0014021816938561101,0.5,0,0,-0.04466334120682712,-0.09748864701709797,-0.0,-0.0,-0.09748864701709797,0.002,8e-05,0.0,-0.08339356882438455,-0.0008173408750989102,-6.671485505950765e-06,-0.0,-0.0008240123606048609,-0.14021816938561102,0.0,0.14021816938561102,-0.15842310550894073,0.0,0.15842310550894073,-0.4086704375494551,0.0,0.4086704375494551,-0.19497729403419595,0,0.19497729403419595,-0.0015889934912313318,0.0013967824538271344,0.09748864701709797,0.4,0.03343605995178223,0.3155331611633301,STABILIZE
0.01,0.0,0.0,-0.04758461730735768,-0.0015956229330286631,-0.0,-0.0,-0.0015956229330286631,0.01,0.0,0.0,-0.04358517387528699,-0.001415957337580231,-0.0,-0.0,-0.001415957337580231,0.5,0,0,-0.050651098618288114,-0.08950020976565351,-0.0,0.0,-0.08950020976565351,0.002,8e-05,0.0,-0.09780570931184966,-0.0008616846062141758,-7.824456744947973e-06,-0.0,-0.0008695090629591238,-0.1415957337580231,0.0,0.1415957337580231,-0.1595622933028663,0.0,0.1595622933028663,-0.4308423031070879,0.0,0.4308423031070879,-0.17900041953130702,0,0.17900041953130702,-0.0016000387973855515,0.0014109654755220938,0.08950020976565351,0.4,0.033451080322265625,0.34900665283203125,STABILIZE
