E-kp,E-ki,E-kd,E-I-Tot,E-P,E-I,E-D,E-PID,N-kp,N-ki,N-kd,N-I-Tot,N-P,N-I,N-D,N-PID,D-kp,D-ki,D-kd,D-I-Tot,D-P,D-I,D-D,D-PID,Y-kp,Y-ki,Y-kd,Y-I-Tot,Y-P,Y-I,Y-D,Y-PID,errorN,desiredN,actualN,errorE,desiredE,actualE,errorD,desiredD,actualD,errorY,desiredY,actualY,roll,pitch,yaw-rate,thrust,dt,Time,Mode
0.2,0.015,0.15,-5.44324595649155e-05,-0.0003228815043105734,-8.164868934737324e-07,-0.00718223556260088,-0.0075059335538049275,0.2,0.015,0.15,0.0009650314096477295,0.005724356307699317,1.4475471144715941e-05,0.12733363446736878,0.13307246624621283,0.002,8e-05,0,-0.02020649196484323,-0.0011986051291081733,-1.6165193571874585e-06,-0.0,-0.0012002216484653608,0.2,0.02,0.0,0.0005011460223418598,0.0029726891429557086,1.0022920446837195e-05,0.0,0.002982712063402546,0.028621781538496587,0.0,-0.028621781538496587,-0.0016144075215528669,0.0,0.0016144075215528669,-0.5993025645540866,0.0,0.5993025645540866,0.014863445714778541,0,-0.014863445714778541,-0.007540454436530584,-0.13307051460881256,-0.002982712063402546,0.4,0.033716678619384766,0.034041643142700195,STABILIZE
0.2,0.015,0.15,-0.00025718913709324567,-0.0012132090440158429,-3.857837056398685e-06,-0.013579877181923784,-0.014796944062996026,0.2,0.015,0.15,0.0018727383556636065,0.005431329264450942,2.8091075334954098e-05,0.06037928932698501,0.06583870966677091,0.002,8e-05,0,-0.04047406605804926,-0.0012127247541182996,-3.2379252846439413e-06,-0.0,-0.0012159626794029435,0.2,0.02,0.0,0.0009153804647359121,0.0024786013362499727,1.830760929471824e-05,0.0,0.002496908945544691,0.027156646322254712,0.0,-0.027156646322254712,-0.006066045220079214,0.0,0.006066045220079214,-0.6063623770591497,0.0,0.6063623770591497,0.012393006681249864,0,-0.012393006681249864,-0.014811184548718905,-0.0658355075658461,-0.002496908945544691,0.4,0.03342485427856445,0.06739163398742676,STABILIZE
0.2,0.015,0.15,-0.00041936933277672464,-0.0009691931288884435,-6.2905399916508695e-06,-0.007230444519988134,-0.008205928188868228,0.2,0.015,0.15,0.0026714930533749777,0.0047733791504364805,4.007239580062466e-05,0.035337950497794986,0.04015140204403209,0.002,8e-05,0,-0.060739098006544784,-0.0012110436566199938,-4.859127840523583e-06,-0.0,-0.0012159027844605174,0.2,0.02,0.0,0.0012813604775631063,0.0021871062138492307,2.5627209551262126e-05,0.0,0.0022127334234004928,0.0238668957521824,0.0,-0.0238668957521824,-0.004845965644442217,0.0,0.004845965644442217,-0.6055218283099969,0.0,0.6055218283099969,0.010935531069246152,0,-0.010935531069246152,-0.008213591377012663,-0.04014983512087976,-0.0022127334234004928,0.4,0.03346705436706543,0.10086488723754883,STABILIZE
0.2,0.015,0.15,-0.0005230333845916087,-0.0006193490932422287,-7.84550076887413e-06,-0.003463298155196585,-0.0040904927492076875,0.2,0.015,0.15,0.003344925102600849,0.0040234731495264,5.0173876539012735e-05,0.02230311334086722,0.026376760366932633,0.002,8e-05,0,-0.0808165099687796,-0.0011995408896100475,-6.465320797502369e-06,-0.0,-0.0012060062104075498,0.2,0.02,0.0,0.0015878367272335924,0.0018310666427804115,3.1756734544671845e-05,0.0,0.0018628233773250833,0.020117365747631996,0.0,-0.020117365747631996,-0.003096745466211143,0.0,0.003096745466211143,-0.5997704448050237,0.0,0.5997704448050237,0.009155333213902057,0,-0.009155333213902057,-0.004094707458200568,-0.026376106407460246,-0.0018628233773250833,0.4,0.03347516059875488,0.1343545913696289,STABILIZE
0.2,0.015,0.15,-0.0005585522029565107,-0.00021261886315792928,-8.37828304434766e-06,-0.0009445955324383925,-0.0011655926786406695,0.2,0.015,0.15,0.0038841499879964706,0.0032278489937765673,5.8262249819947056e-05,0.014270481989326154,0.01755659323292267,0.002,8e-05,0,-0.10060829287420646,-0.0011847540472738926,-8.048663429936518e-06,-0.0,-0.001192802710703829,0.2,0.02,0.0,0.0018287421400863839,0.0014420816166555315,3.657484280172768e-05,0.0,0.0014786564594572592,0.016139244968882836,0.0,-0.016139244968882836,-0.0010630943157896463,0.0,0.0010630943157896463,-0.5923770236369463,0.0,0.5923770236369463,0.007210408083277657,0,-0.007210408083277657,-0.0011678020852265618,-0.017556446409468726,-0.0014786564594572592,0.4,0.03341078758239746,0.16776776313781738,STABILIZE
0.2,0.015,0.15,-0.0006421771085485876,-0.0005001401340716822,-9.632656628228814e-06,-0.0007978442883182993,-0.0013076170790182102,0.2,0.015,0.15,0.004175341799846378,0.0017415470999705052,6.263012699769567e-05,-0.017863151340478355,-0.016058974113510153,0.002,8e-05,0,-0.12086164697897792,-0.0012113036380302202,-9.668931758318235e-06,-0.0,-0.0012209725697885385,0.2,0.02,0.0,0.0018142070995559236,-8.693052707410693e-05,3.6284141991118475e-05,-0.0,-5.0646385082988455e-05,0.008707735499852525,0.0,-0.008707735499852525,-0.002500700670358411,0.0,0.002500700670358411,-0.6056518190151101,0.0,0.6056518190151101,-0.0004346526353705346,0,0.0004346526353705346,-0.0013077389042786957,0.01605896419330852,5.0646385082988455e-05,0.4,0.033440589904785156,0.20122885704040527,STABILIZE
0.2,0.015,0.15,-0.0006287662304562469,8.0148900167021e-05,-9.431493456843702e-06,0.005798693174924222,0.0058694105816344,0.2,0.015,0.15,0.004382973405273926,0.0012408915136164816,6.574460107910888e-05,-0.018792232305796595,-0.017485596191101006,0.002,8e-05,0,-0.14062791578730538,-0.0011813131806022025,-1.1250233262984431e-05,0.0,-0.001192563413865187,0.2,0.02,0.0,0.001702374681986996,-0.0006683563305439131,3.404749363973992e-05,-0.0,-0.0006343088369041732,0.0062044575680824075,0.0,-0.0062044575680824075,0.0004007445008351049,0.0,-0.0004007445008351049,-0.5906565903011012,0.0,0.5906565903011012,-0.0033417816527195653,0,0.0033417816527195653,0.005868390722632492,0.01748593849527582,0.0006343088369041732,0.4,0.033464908599853516,0.23470139503479004,STABILIZE
0.2,0.015,0.15,-0.0006365743535740628,-4.2211578376541525e-05,-9.548615303610942e-06,0.00420888828971438,0.004157128096034228,0.2,0.015,0.15,0.00450744968925016,0.0006729325777528425,6.761174533875239e-05,-0.018146123558064286,-0.01740557923497269,0.002,8e-05,0,-0.16190911308264969,-0.0011504850961294054,-1.2952729046611976e-05,0.0,-0.0011634378251760174,0.2,0.02,0.0,0.001714372000214669,6.485883112168304e-05,3.428744000429338e-05,-0.0,9.914627112597642e-05,0.0033646628887642124,0.0,-0.0033646628887642124,-0.00021105789188270762,0.0,0.00021105789188270762,-0.5752425480647027,0.0,0.5752425480647027,0.0003242941556084152,0,-0.0003242941556084152,0.004157226611559343,0.017405555705345705,-9.914627112597642e-05,0.4,0.03699517250061035,0.27169203758239746,STABILIZE
0.2,0.015,0.15,-0.0006668706657414051,-0.0001806269227777093,-1.0003059986121077e-05,0.0020223348284089315,0.0018317048456451012,0.2,0.015,0.15,0.004644613167176482,0.0008177700572423584,6.966919750764723e-05,-0.014138202032336799,-0.013250762777586793,0.002,8e-05,0,-0.18106314625114095,-0.001141965415096348,-1.4485051700091276e-05,0.0,-0.0011564504667964392,0.2,0.02,0.0,0.0017807355586136073,0.00039566021342691307,3.561471117227215e-05,-0.0,0.00043127492459918524,0.004088850286211792,0.0,-0.004088850286211792,-0.0009031346138885464,0.0,0.0009031346138885464,-0.5709827075481739,0.0,0.5709827075481739,0.0019783010671345653,0,-0.0019783010671345653,0.0018321623651308665,0.013250699524826508,-0.00043127492459918524,0.4,0.033545732498168945,0.3052377700805664,STABILIZE
0.2,0.015,0.15,-0.0007581818202424765,-0.0005450294448027746,-1.1372727303637147e-05,-0.001435026691828728,-0.00199142886393514,0.2,0.015,0.15,0.004847187561815385,0.0012091513949700834,7.270781342723077e-05,-0.008814098922169934,-0.00753223971377262,0.002,8e-05,0,-0.19980205029807663,-0.0011185111528508804,-1.5984164023846132e-05,0.0,-0.0011344953168747264,0.2,0.02,0.0,0.0020138130082954374,0.001391221846774964,4.0276260165908746e-05,-0.0,0.0014314981069408726,0.006045756974850417,0.0,-0.006045756974850417,-0.0027251472240138732,0.0,0.0027251472240138732,-0.5592555764254402,0.0,0.5592555764254402,0.006956109233874819,0,-0.006956109233874819,-0.001990514382564218,0.007532481431683216,-0.0014314981069408726,0.4,0.03350687026977539,0.3387768268585205,STABILIZE
