Mode,Time,Roll,Pitch,Yaw,northCurrentPos,eastCurrentPos,downCurrentPos,yawCurrentAngle,rollControl,pitchControl,yawControl,thrustControl
STABILIZE,1574805063.3332183,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.3532987,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.3733592,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.3934145,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.413928,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.4340417,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.4541135,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.4741578,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.494224,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.5143113,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.5359628,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.5560102,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.5760636,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.5962276,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.617902,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.6379728,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.6580396,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.6781297,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.6982553,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.7183588,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.7384117,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.7584796,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.7785583,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.7986214,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.8186905,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.8437629,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.8638477,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.8839288,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.9043486,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.9244108,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.9445398,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.964642,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.9851391,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.0052066,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.0252793,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.0453792,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.06544,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.085538,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.1061437,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.1262696,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.1463537,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.1664174,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.1865122,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.210026,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.230106,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.250499,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.270554,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.2907784,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.3108451,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.3309023,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.350984,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.3710558,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.3911424,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.411227,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.4318006,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.4518912,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.4719532,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.4920015,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.512383,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.5325048,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.5526137,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.572676,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.5927248,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.612797,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.6328764,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.652954,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.6730278,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.6930985,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.7131748,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.734362,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.7544374,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.7745194,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.7945871,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.8146465,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.8347344,-0.029120787978172302,0.009705550037324429,2.561002254486084,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.8549778,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.8750262,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.8969636,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.9170434,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.937136,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.957203,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.977307,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805064.9974802,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.021282,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.0413587,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.061434,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.081509,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.101564,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.1216292,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.1419406,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.162009,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.1823313,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.2024245,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.222548,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.2426717,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.2627444,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.2828386,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.3028886,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.3229337,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.342985,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.3630435,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.383102,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.403161,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.4232328,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.4433625,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.4634857,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.483567,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.5037708,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.5238545,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.5439134,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.5639603,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.5840356,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.6041539,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.6243362,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.644445,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.6645563,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.6846678,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.7047458,-0.029065564274787903,0.009838426485657692,2.5611319541931152,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805065.7265189,-0.028995590284466743,0.009845314547419548,2.560610055923462,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
