Mode,Time,Roll,Pitch,Yaw,northCurrentPos,eastCurrentPos,downCurrentPos,yawCurrentAngle,rollControl,pitchControl,yawControl,thrustControl
STABILIZE,1574805062.1881275,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.3926875,0.3926875,-0.0,0.5833333333333334
STABILIZE,1574805062.2082326,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.3926875,0.3926875,-0.0,0.5833333333333334
STABILIZE,1574805062.228352,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.3926875,0.3926875,-0.0,0.5833333333333334
STABILIZE,1574805062.2484524,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.3926875,0.3926875,-0.0,0.5833333333333334
STABILIZE,1574805062.2685091,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.2885559,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.3109283,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.3310263,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.3510935,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.3711438,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.3912034,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.4116046,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.4331672,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.4532607,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.4733965,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.4934945,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.5136223,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.5337055,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.5537767,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.5738297,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.5939224,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.6140614,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.634137,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.6542063,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.6751478,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.6952543,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.7153428,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.7354515,-0.02913661114871502,0.009603901766240597,2.560168981552124,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.7555597,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.775623,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.7956681,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.8157642,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.8358681,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.8562105,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.876259,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.8985586,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.9211152,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.9488227,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.9714353,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805062.9915247,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.0116181,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.0317233,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.0518162,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.071868,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.0919373,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.1120152,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.1320894,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.152167,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.172606,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.1926892,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.2127774,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.2328749,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.2529626,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.2730243,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.2930942,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
STABILIZE,1574805063.3131626,-0.02913767658174038,0.009689252823591232,2.560615062713623,0,0,0,0,-0.12,0.12,-0.0,0.5833333333333334
