adaptiveThreshWinSizeMin,adaptiveThreshWinSizeMax,adaptiveThreshWinSizeStep,foundA,foundB,Total Found,Thresh1,Thresh2,Cam A Imgs,Cam B Imgs
5,24,16,50,53,103,5,21,55,55
5,24,17,50,53,103,5,22,55,55
5,24,18,50,53,103,5,23,55,55
5,24,19,50,53,103,5,24,55,55
5,25,11,50,53,103,5,16,55,55
5,25,12,50,53,103,5,17,55,55
5,25,13,50,53,103,5,18,55,55
5,25,14,50,53,103,5,19,55,55
5,25,15,50,53,103,5,20,55,55
5,25,16,50,53,103,5,21,55,55
5,25,17,50,53,103,5,22,55,55
5,25,18,50,53,103,5,23,55,55
5,25,19,50,53,103,5,24,55,55
5,25,20,50,53,103,5,25,55,55
5,26,11,50,53,103,5,16,55,55
5,26,12,50,53,103,5,17,55,55
5,26,13,50,53,103,5,18,55,55
5,26,14,50,53,103,5,19,55,55
5,26,15,50,53,103,5,20,55,55
5,26,16,50,53,103,5,21,55,55
5,26,17,50,53,103,5,22,55,55
5,26,18,50,53,103,5,23,55,55
5,26,19,50,53,103,5,24,55,55
5,26,20,50,53,103,5,25,55,55
5,26,21,50,53,103,5,26,55,55
5,27,12,50,53,103,5,17,55,55
5,27,13,50,53,103,5,18,55,55
5,27,14,50,53,103,5,19,55,55
5,27,15,50,53,103,5,20,55,55
5,27,16,50,53,103,5,21,55,55
5,27,17,50,53,103,5,22,55,55
5,27,18,50,53,103,5,23,55,55
5,27,19,50,53,103,5,24,55,55
5,27,20,50,53,103,5,25,55,55
5,27,21,50,53,103,5,26,55,55
5,27,22,50,53,103,5,27,55,55
5,28,12,50,53,103,5,17,55,55
5,28,13,50,53,103,5,18,55,55
5,28,14,50,53,103,5,19,55,55
5,28,15,50,53,103,5,20,55,55
5,28,16,50,53,103,5,21,55,55
5,28,17,50,53,103,5,22,55,55
5,28,18,50,53,103,5,23,55,55
5,28,19,50,53,103,5,24,55,55
5,28,20,50,53,103,5,25,55,55
5,28,21,50,53,103,5,26,55,55
5,28,22,50,53,103,5,27,55,55
5,28,23,50,53,103,5,28,55,55
5,29,13,50,53,103,5,18,55,55
5,29,14,50,53,103,5,19,55,55
5,29,15,50,53,103,5,20,55,55
5,29,16,50,53,103,5,21,55,55
5,29,17,50,53,103,5,22,55,55
5,29,18,50,53,103,5,23,55,55
5,29,19,50,53,103,5,24,55,55
5,29,20,50,53,103,5,25,55,55
5,29,21,50,53,103,5,26,55,55
5,29,22,50,53,103,5,27,55,55
5,29,23,50,53,103,5,28,55,55
5,29,24,50,53,103,5,29,55,55
6,9,3,51,51,102,6,9,55,55
6,10,3,51,51,102,6,9,55,55
6,10,4,51,51,102,6,10,55,55
6,11,3,51,51,102,6,9,55,55
6,11,4,51,51,102,6,10,55,55
6,11,5,51,51,102,6,11,55,55
6,12,4,51,51,102,6,10,55,55
6,12,5,51,51,102,6,11,55,55
6,12,6,51,51,102,6,12,55,55
6,13,4,51,51,102,6,10,55,55
6,13,5,51,51,102,6,11,55,55
6,13,6,51,51,102,6,12,55,55
6,13,7,51,51,102,6,13,55,55
6,14,5,51,51,102,6,11,55,55
6,14,6,51,51,102,6,12,55,55
6,14,7,51,51,102,6,13,55,55
6,14,8,51,52,103,6,14,55,55
6,15,5,51,51,102,6,11,55,55
6,15,6,51,51,102,6,12,55,55
6,15,7,51,51,102,6,13,55,55
6,15,8,51,52,103,6,14,55,55
6,15,9,51,52,103,6,15,55,55
6,16,6,51,51,102,6,12,55,55
6,16,7,51,51,102,6,13,55,55
6,16,8,51,52,103,6,14,55,55
6,16,9,51,52,103,6,15,55,55
6,16,10,51,54,105,6,16,55,55
6,17,6,51,51,102,6,12,55,55
6,17,7,51,51,102,6,13,55,55
6,17,8,51,52,103,6,14,55,55
6,17,9,51,52,103,6,15,55,55
6,17,10,51,54,105,6,16,55,55
6,17,11,51,54,105,6,17,55,55
6,18,7,51,51,102,6,13,55,55
6,18,8,51,52,103,6,14,55,55
6,18,9,51,52,103,6,15,55,55
6,18,10,51,54,105,6,16,55,55
6,18,11,51,54,105,6,17,55,55
6,18,12,51,54,105,6,18,55,55
6,19,7,51,51,102,6,13,55,55
6,19,8,51,52,103,6,14,55,55
6,19,9,51,52,103,6,15,55,55
6,19,10,51,54,105,6,16,55,55
6,19,11,51,54,105,6,17,55,55
6,19,12,51,54,105,6,18,55,55
6,19,13,51,54,105,6,19,55,55
6,20,8,51,52,103,6,14,55,55
6,20,9,51,52,103,6,15,55,55
6,20,10,51,54,105,6,16,55,55
6,20,11,51,54,105,6,17,55,55
6,20,12,51,54,105,6,18,55,55
6,20,13,51,54,105,6,19,55,55
6,20,14,51,54,105,6,20,55,55
6,21,8,51,52,103,6,14,55,55
6,21,9,51,52,103,6,15,55,55
6,21,10,51,54,105,6,16,55,55
6,21,11,51,54,105,6,17,55,55
6,21,12,51,54,105,6,18,55,55
6,21,13,51,54,105,6,19,55,55
6,21,14,51,54,105,6,20,55,55
6,21,15,51,54,105,6,21,55,55
6,22,9,51,52,103,6,15,55,55
6,22,10,51,54,105,6,16,55,55
6,22,11,51,54,105,6,17,55,55
6,22,12,51,54,105,6,18,55,55
6,22,13,51,54,105,6,19,55,55
6,22,14,51,54,105,6,20,55,55
6,22,15,51,54,105,6,21,55,55
6,22,16,51,54,105,6,22,55,55
6,23,9,51,52,103,6,15,55,55
6,23,10,51,54,105,6,16,55,55
6,23,11,51,54,105,6,17,55,55
6,23,12,51,54,105,6,18,55,55
6,23,13,51,54,105,6,19,55,55
6,23,14,51,54,105,6,20,55,55
6,23,15,51,54,105,6,21,55,55
6,23,16,51,54,105,6,22,55,55
6,23,17,51,54,105,6,23,55,55
6,24,10,51,54,105,6,16,55,55
6,24,11,51,54,105,6,17,55,55
6,24,12,51,54,105,6,18,55,55
6,24,13,51,54,105,6,19,55,55
6,24,14,51,54,105,6,20,55,55
6,24,15,51,54,105,6,21,55,55
6,24,16,51,54,105,6,22,55,55
6,24,17,51,54,105,6,23,55,55
6,24,18,51,54,105,6,24,55,55
6,25,10,51,54,105,6,16,55,55
6,25,11,51,54,105,6,17,55,55
6,25,12,51,54,105,6,18,55,55
6,25,13,51,54,105,6,19,55,55
6,25,14,51,54,105,6,20,55,55
6,25,15,51,54,105,6,21,55,55
6,25,16,51,54,105,6,22,55,55
6,25,17,51,54,105,6,23,55,55
6,25,18,51,54,105,6,24,55,55
6,25,19,51,54,105,6,25,55,55
6,26,11,51,54,105,6,17,55,55
6,26,12,51,54,105,6,18,55,55
6,26,13,51,54,105,6,19,55,55
6,26,14,51,54,105,6,20,55,55
6,26,15,51,54,105,6,21,55,55
6,26,16,51,54,105,6,22,55,55
6,26,17,51,54,105,6,23,55,55
6,26,18,51,54,105,6,24,55,55
6,26,19,51,54,105,6,25,55,55
6,26,20,51,54,105,6,26,55,55
6,27,11,51,54,105,6,17,55,55
6,27,12,51,54,105,6,18,55,55
6,27,13,51,54,105,6,19,55,55
6,27,14,51,54,105,6,20,55,55
6,27,15,51,54,105,6,21,55,55
6,27,16,51,54,105,6,22,55,55
6,27,17,51,54,105,6,23,55,55
6,27,18,51,54,105,6,24,55,55
6,27,19,51,54,105,6,25,55,55
6,27,20,51,54,105,6,26,55,55
6,27,21,51,54,105,6,27,55,55
6,28,12,51,54,105,6,18,55,55
6,28,13,51,54,105,6,19,55,55
6,28,14,51,54,105,6,20,55,55
6,28,15,51,54,105,6,21,55,55
6,28,16,51,54,105,6,22,55,55
6,28,17,51,54,105,6,23,55,55
6,28,18,51,54,105,6,24,55,55
6,28,19,51,54,105,6,25,55,55
6,28,20,51,54,105,6,26,55,55
6,28,21,51,54,105,6,27,55,55
6,28,22,51,54,105,6,28,55,55
6,29,12,51,54,105,6,18,55,55
6,29,13,51,54,105,6,19,55,55
6,29,14,51,54,105,6,20,55,55
6,29,15,51,54,105,6,21,55,55
6,29,16,51,54,105,6,22,55,55
6,29,17,51,54,105,6,23,55,55
6,29,18,51,54,105,6,24,55,55
6,29,19,51,54,105,6,25,55,55
6,29,20,51,54,105,6,26,55,55
6,29,21,51,54,105,6,27,55,55
6,29,22,51,54,105,6,28,55,55
6,29,23,51,54,105,6,29,55,55
7,10,3,51,51,102,7,10,55,55
7,11,3,51,51,102,7,10,55,55
7,11,4,51,51,102,7,11,55,55
7,12,3,51,51,102,7,10,55,55
7,12,4,51,51,102,7,11,55,55
7,12,5,51,51,102,7,12,55,55
7,13,4,51,51,102,7,11,55,55
7,13,5,51,51,102,7,12,55,55
7,13,6,51,51,102,7,13,55,55
7,14,4,51,51,102,7,11,55,55
7,14,5,51,51,102,7,12,55,55
7,14,6,51,51,102,7,13,55,55
7,14,7,51,52,103,7,14,55,55
7,15,5,51,51,102,7,12,55,55
7,15,6,51,51,102,7,13,55,55
7,15,7,51,52,103,7,14,55,55
7,15,8,51,52,103,7,15,55,55
7,16,5,51,51,102,7,12,55,55
7,16,6,51,51,102,7,13,55,55
7,16,7,51,52,103,7,14,55,55
7,16,8,51,52,103,7,15,55,55
7,16,9,51,54,105,7,16,55,55
7,17,6,51,51,102,7,13,55,55
7,17,7,51,52,103,7,14,55,55
7,17,8,51,52,103,7,15,55,55
7,17,9,51,54,105,7,16,55,55
7,17,10,51,54,105,7,17,55,55
7,18,6,51,51,102,7,13,55,55
7,18,7,51,52,103,7,14,55,55
7,18,8,51,52,103,7,15,55,55
7,18,9,51,54,105,7,16,55,55
7,18,10,51,54,105,7,17,55,55
7,18,11,51,54,105,7,18,55,55
7,19,7,51,52,103,7,14,55,55
7,19,8,51,52,103,7,15,55,55
7,19,9,51,54,105,7,16,55,55
7,19,10,51,54,105,7,17,55,55
7,19,11,51,54,105,7,18,55,55
7,19,12,51,54,105,7,19,55,55
7,20,7,51,52,103,7,14,55,55
7,20,8,51,52,103,7,15,55,55
7,20,9,51,54,105,7,16,55,55
7,20,10,51,54,105,7,17,55,55
7,20,11,51,54,105,7,18,55,55
7,20,12,51,54,105,7,19,55,55
7,20,13,51,54,105,7,20,55,55
7,21,8,51,52,103,7,15,55,55
7,21,9,51,54,105,7,16,55,55
7,21,10,51,54,105,7,17,55,55
7,21,11,51,54,105,7,18,55,55
7,21,12,51,54,105,7,19,55,55
