adaptiveThreshWinSizeMin,adaptiveThreshWinSizeMax,adaptiveThreshWinSizeStep,foundA,foundB,Total Found,Thresh1,Thresh2,Cam A Imgs,Cam B Imgs
3,6,3,75,74,149,3,6,91,91
3,7,3,75,74,149,3,6,91,91
3,7,4,75,74,149,3,7,91,91
3,8,3,75,74,149,3,6,91,91
3,8,4,75,74,149,3,7,91,91
3,8,5,76,74,150,3,8,91,91
3,9,4,75,74,149,3,7,91,91
3,9,5,76,74,150,3,8,91,91
3,9,6,76,74,150,3,9,91,91
3,10,4,75,74,149,3,7,91,91
3,10,5,76,74,150,3,8,91,91
3,10,6,76,74,150,3,9,91,91
3,10,7,76,72,148,3,10,91,91
3,11,5,76,74,150,3,8,91,91
3,11,6,76,74,150,3,9,91,91
3,11,7,76,72,148,3,10,91,91
3,11,8,76,72,148,3,11,91,91
3,12,5,76,74,150,3,8,91,91
3,12,6,76,74,150,3,9,91,91
3,12,7,76,72,148,3,10,91,91
3,12,8,76,72,148,3,11,91,91
3,12,9,76,74,150,3,12,91,91
3,13,6,76,74,150,3,9,91,91
3,13,7,76,72,148,3,10,91,91
3,13,8,76,72,148,3,11,91,91
3,13,9,76,74,150,3,12,91,91
3,13,10,76,74,150,3,13,91,91
3,14,6,76,74,150,3,9,91,91
3,14,7,76,72,148,3,10,91,91
3,14,8,76,72,148,3,11,91,91
3,14,9,76,74,150,3,12,91,91
3,14,10,76,74,150,3,13,91,91
3,14,11,75,71,146,3,14,91,91
3,15,7,76,72,148,3,10,91,91
3,15,8,76,72,148,3,11,91,91
3,15,9,76,74,150,3,12,91,91
3,15,10,76,74,150,3,13,91,91
3,15,11,75,71,146,3,14,91,91
3,15,12,75,71,146,3,15,91,91
3,16,7,76,72,148,3,10,91,91
3,16,8,76,72,148,3,11,91,91
3,16,9,76,74,150,3,12,91,91
3,16,10,76,74,150,3,13,91,91
3,16,11,75,71,146,3,14,91,91
3,16,12,75,71,146,3,15,91,91
3,16,13,72,67,139,3,16,91,91
3,17,8,76,72,148,3,11,91,91
3,17,9,76,74,150,3,12,91,91
3,17,10,76,74,150,3,13,91,91
3,17,11,75,71,146,3,14,91,91
3,17,12,75,71,146,3,15,91,91
3,17,13,72,67,139,3,16,91,91
3,17,14,72,67,139,3,17,91,91
3,18,8,76,72,148,3,11,91,91
3,18,9,76,74,150,3,12,91,91
3,18,10,76,74,150,3,13,91,91
3,18,11,75,71,146,3,14,91,91
3,18,12,75,71,146,3,15,91,91
3,18,13,72,67,139,3,16,91,91
3,18,14,72,67,139,3,17,91,91
3,18,15,70,65,135,3,18,91,91
3,19,9,76,74,150,3,12,91,91
3,19,10,76,74,150,3,13,91,91
3,19,11,75,71,146,3,14,91,91
3,19,12,75,71,146,3,15,91,91
3,19,13,72,67,139,3,16,91,91
3,19,14,72,67,139,3,17,91,91
3,19,15,70,65,135,3,18,91,91
3,19,16,70,65,135,3,19,91,91
3,20,9,76,74,150,3,12,91,91
3,20,10,76,74,150,3,13,91,91
3,20,11,75,71,146,3,14,91,91
3,20,12,75,71,146,3,15,91,91
3,20,13,72,67,139,3,16,91,91
3,20,14,72,67,139,3,17,91,91
3,20,15,70,65,135,3,18,91,91
3,20,16,70,65,135,3,19,91,91
3,20,17,68,62,130,3,20,91,91
3,21,10,76,74,150,3,13,91,91
3,21,11,75,71,146,3,14,91,91
3,21,12,75,71,146,3,15,91,91
3,21,13,72,67,139,3,16,91,91
3,21,14,72,67,139,3,17,91,91
3,21,15,70,65,135,3,18,91,91
3,21,16,70,65,135,3,19,91,91
3,21,17,68,62,130,3,20,91,91
3,21,18,68,62,130,3,21,91,91
3,22,10,76,74,150,3,13,91,91
3,22,11,75,71,146,3,14,91,91
3,22,12,75,71,146,3,15,91,91
3,22,13,72,67,139,3,16,91,91
3,22,14,72,67,139,3,17,91,91
3,22,15,70,65,135,3,18,91,91
3,22,16,70,65,135,3,19,91,91
3,22,17,68,62,130,3,20,91,91
3,22,18,68,62,130,3,21,91,91
3,22,19,64,58,122,3,22,91,91
3,23,11,75,71,146,3,14,91,91
3,23,12,75,71,146,3,15,91,91
3,23,13,72,67,139,3,16,91,91
3,23,14,72,67,139,3,17,91,91
3,23,15,70,65,135,3,18,91,91
3,23,16,70,65,135,3,19,91,91
3,23,17,68,62,130,3,20,91,91
3,23,18,68,62,130,3,21,91,91
3,23,19,64,58,122,3,22,91,91
3,23,20,64,58,122,3,23,91,91
3,24,11,75,71,146,3,14,91,91
3,24,12,75,71,146,3,15,91,91
3,24,13,72,67,139,3,16,91,91
3,24,14,72,67,139,3,17,91,91
3,24,15,70,65,135,3,18,91,91
3,24,16,70,65,135,3,19,91,91
3,24,17,68,62,130,3,20,91,91
3,24,18,68,62,130,3,21,91,91
3,24,19,64,58,122,3,22,91,91
3,24,20,64,58,122,3,23,91,91
3,24,21,61,56,117,3,24,91,91
3,25,12,75,71,146,3,15,91,91
3,25,13,72,67,139,3,16,91,91
3,25,14,72,67,139,3,17,91,91
3,25,15,70,65,135,3,18,91,91
3,25,16,70,65,135,3,19,91,91
3,25,17,68,62,130,3,20,91,91
3,25,18,68,62,130,3,21,91,91
3,25,19,64,58,122,3,22,91,91
3,25,20,64,58,122,3,23,91,91
3,25,21,61,56,117,3,24,91,91
3,25,22,61,56,117,3,25,91,91
3,26,12,75,71,146,3,15,91,91
3,26,13,72,67,139,3,16,91,91
3,26,14,72,67,139,3,17,91,91
3,26,15,70,65,135,3,18,91,91
3,26,16,70,65,135,3,19,91,91
3,26,17,68,62,130,3,20,91,91
3,26,18,68,62,130,3,21,91,91
3,26,19,64,58,122,3,22,91,91
3,26,20,64,58,122,3,23,91,91
3,26,21,61,56,117,3,24,91,91
3,26,22,61,56,117,3,25,91,91
3,26,23,58,55,113,3,26,91,91
3,27,13,72,67,139,3,16,91,91
3,27,14,72,67,139,3,17,91,91
3,27,15,70,65,135,3,18,91,91
3,27,16,70,65,135,3,19,91,91
3,27,17,68,62,130,3,20,91,91
3,27,18,68,62,130,3,21,91,91
3,27,19,64,58,122,3,22,91,91
3,27,20,64,58,122,3,23,91,91
3,27,21,61,56,117,3,24,91,91
3,27,22,61,56,117,3,25,91,91
3,27,23,58,55,113,3,26,91,91
3,27,24,58,55,113,3,27,91,91
3,28,13,72,67,139,3,16,91,91
3,28,14,72,67,139,3,17,91,91
3,28,15,70,65,135,3,18,91,91
3,28,16,70,65,135,3,19,91,91
