3000560,0.0,4.94,79.181,1000
3002584,0.0,4.94,79.181,1000
3004608,0.0,4.94,79.181,1000
3006632,0.0,4.94,79.181,1000
3011472,0.0,4.94,79.181,1000
3016576,0.0,4.44,105.574,1000
3021864,0.0,4.44,105.574,1000
3027104,0.0,4.45,105.574,1000
3032384,0.0,4.44,131.968,1000
3037648,0.0,4.51,131.968,1000
3042920,0.0,4.57,158.361,1000
3048184,0.0,4.60,158.361,1000
3053456,4.5,4.57,158.361,1000
3058736,4.5,4.64,158.361,1000
3064000,4.5,4.66,158.361,1000
3069264,4.5,4.67,184.755,1000
3074536,4.5,4.66,184.755,1000
3079808,4.5,4.71,184.755,1000
3085080,4.5,4.69,184.755,1000
3090344,4.5,4.72,184.755,1000
3095624,4.5,4.86,184.755,1000
3100888,4.5,4.75,184.755,1000
3106160,9.0,4.75,211.149,1000
3111424,9.0,4.75,211.149,1000
3116704,9.0,4.77,211.149,1000
3121968,9.0,4.74,211.149,1000
3127256,9.0,4.77,211.149,1000
3132512,9.0,4.76,211.149,1000
3137784,9.0,4.78,211.149,1000
3143056,9.0,4.78,211.149,1000
3148336,9.0,4.78,211.149,1000
3153592,9.0,4.76,211.149,1000
3158864,9.0,4.80,211.149,1000
3164136,9.0,4.80,211.149,1000
3169400,9.0,4.76,237.542,1000
3174664,13.5,4.80,211.149,1000
3180112,13.5,4.79,211.149,1000
3185552,13.5,4.81,211.149,1000
3190992,13.5,4.80,211.149,1000
3196432,13.5,4.83,211.149,1000
3201864,13.5,4.80,211.149,1000
3207312,13.5,4.81,211.149,1000
3212752,13.5,4.80,237.542,1000
3218192,18.0,4.82,237.542,1000
3223624,18.0,4.80,211.149,1000
3229064,18.0,4.81,237.542,1000
3234504,18.0,4.79,237.542,1000
3239952,22.5,4.79,237.542,1000
3245408,22.5,4.82,237.542,1000
3250824,22.5,4.82,237.542,1000
3256264,22.5,4.84,237.542,1000
3261704,22.5,4.82,237.542,1000
3267152,22.5,4.82,237.542,1000
3272592,27.0,4.82,237.542,1000
3278032,27.0,4.82,237.542,1000
3283472,27.0,4.81,237.542,1000
3288912,27.0,4.82,237.542,1000
3294352,27.0,4.79,237.542,1000
3299792,27.0,4.83,237.542,1000
3305232,27.0,4.82,237.542,1000
3310664,27.0,4.82,237.542,1000
3316128,27.0,4.85,237.542,1000
3321552,27.0,4.81,237.542,1000
3327008,31.5,4.83,237.542,1000
3332448,31.5,4.80,237.542,1000
3337888,31.5,4.81,237.542,1000
3343312,31.5,4.82,237.542,1000
3348752,31.5,4.83,237.542,1000
3354184,31.5,4.83,237.542,1000
3359648,31.5,4.82,237.542,1000
3365072,31.5,4.83,237.542,1000
3370512,36.0,4.84,237.542,1000
3375952,36.0,4.87,237.542,1000
3381392,36.0,4.79,237.542,1000
3386832,36.0,4.83,237.542,1000
3392320,40.5,4.83,237.542,1000
3397712,40.5,4.83,237.542,1000
3403152,40.5,4.83,237.542,1000
3408584,40.5,4.82,237.542,1000
3414048,40.5,4.83,237.542,1000
3419488,40.5,4.80,237.542,1000
3424912,45.0,4.80,237.542,1000
3430352,45.0,4.82,237.542,1000
3435792,45.0,4.87,237.542,1000
3441224,45.0,4.83,237.542,1000
3446688,45.0,4.83,237.542,1000
3452112,45.0,4.83,237.542,1000
3457552,45.0,4.81,237.542,1000
3462992,45.0,4.81,263.936,1000
3468432,45.0,4.84,237.542,1000
3473872,45.0,4.83,237.542,1000
3479304,45.0,4.83,237.542,1000
3484752,49.5,4.82,237.542,1000
3490192,49.5,4.84,263.936,1000
3495632,49.5,4.89,263.936,1000
3501084,49.5,4.83,263.936,1000
3506528,49.5,4.83,237.542,1000
3511944,49.5,4.83,263.936,1000
3517392,49.5,4.84,237.542,1000
3522824,54.0,4.80,237.542,1000
3528272,54.0,4.84,263.936,1000
3533704,54.0,4.84,263.936,1000
3539152,54.0,4.83,263.936,1000
3544592,58.5,4.84,263.936,1000
3550024,58.5,4.82,237.542,1000
3555472,58.5,4.95,263.936,1000
3560912,58.5,4.83,263.936,1000
3566352,58.5,4.83,263.936,1000
3571784,58.5,4.84,263.936,1000
3577232,58.5,4.83,263.936,1000
3582664,58.5,4.82,263.936,1000
3588128,63.0,4.83,263.936,1000
3593568,63.0,4.83,237.542,1000
3598992,63.0,4.84,263.936,1000
3604432,63.0,4.82,263.936,1000
3609872,63.0,4.83,263.936,1000
3615312,63.0,4.94,263.936,1000
3620752,63.0,4.84,263.936,1000
3626192,63.0,4.83,263.936,1000
