3000560,0.0,4.95,79.181,2000
3002576,0.0,4.94,79.181,2000
3004600,0.0,4.95,79.181,2000
3006624,0.0,4.95,79.181,2000
3011488,0.0,4.95,79.181,2000
3016568,0.0,4.53,79.181,2000
3021688,0.0,4.44,105.574,2000
3026960,0.0,4.44,105.574,2000
3032216,0.0,4.45,131.968,2000
3037512,0.0,4.50,131.968,2000
3042752,0.0,4.55,131.968,2000
3048016,0.0,4.57,158.361,2000
3053288,0.0,4.57,158.361,2000
3058560,0.0,4.61,158.361,2000
3063840,0.0,4.66,158.361,2000
3069128,0.0,4.64,184.755,2000
3074376,0.0,4.66,184.755,2000
3079640,4.5,4.71,184.755,2000
3084912,4.5,4.70,184.755,2000
3090176,4.5,4.70,184.755,2000
3095448,4.5,4.72,211.149,2000
3100728,4.5,4.73,184.755,2000
3105992,4.5,4.73,184.755,2000
3111256,4.5,4.74,211.149,2000
3116536,4.5,4.82,211.149,2000
3121808,0.0,4.78,211.149,2000
3127088,0.0,4.77,211.149,2000
3132360,0.0,4.76,211.149,2000
3137616,0.0,4.77,211.149,2000
3142888,0.0,4.76,211.149,2000
3148152,0.0,4.78,237.542,2000
3153440,-4.5,4.79,211.149,2000
3158864,-4.5,4.77,211.149,2000
3164304,-4.5,4.79,211.149,2000
3169744,-4.5,4.78,237.542,2000
3175200,-4.5,4.83,237.542,2000
3180624,-4.5,4.78,211.149,2000
3186080,-9.0,4.80,237.542,2000
3191504,-9.0,4.79,237.542,2000
3196944,-9.0,4.82,237.542,2000
3202384,-9.0,4.80,237.542,2000
3207824,-9.0,4.81,237.542,2000
3213264,-9.0,4.79,237.542,2000
3218704,-9.0,4.81,237.542,2000
3224144,-9.0,4.80,237.542,2000
3229600,-9.0,4.81,237.542,2000
3235024,-9.0,4.80,237.542,2000
3240464,-9.0,4.81,237.542,2000
3245920,-13.5,4.80,237.542,2000
3251544,-13.5,4.80,237.542,2000
3257128,-13.5,4.83,237.542,2000
3262728,-13.5,4.80,237.542,2000
3268336,-13.5,4.82,237.542,2000
3273968,-13.5,4.81,263.936,2000
3279560,-18.0,4.81,237.542,2000
3285176,-18.0,4.82,237.542,2000
3290776,-18.0,4.79,237.542,2000
3296408,-18.0,4.85,237.542,2000
3302008,-18.0,4.83,237.542,2000
3307616,-18.0,4.81,237.542,2000
3313216,-22.5,4.82,237.542,2000
3318856,-22.5,4.83,237.542,2000
3324448,-22.5,4.81,237.542,2000
3330056,-22.5,4.82,237.542,2000
3335680,-22.5,4.82,237.542,2000
3341288,-27.0,4.80,237.542,2000
3346888,-27.0,4.81,237.542,2000
3352496,-27.0,4.82,237.542,2000
3358104,-27.0,4.81,263.936,2000
3363712,-27.0,4.82,237.542,2000
3369328,-27.0,4.82,237.542,2000
3374936,-27.0,4.81,237.542,2000
3380560,-27.0,4.82,237.542,2000
3386168,-27.0,4.79,237.542,2000
3391768,-27.0,4.81,237.542,2000
3397376,-31.5,4.84,237.542,2000
3402976,-31.5,4.80,237.542,2000
3408608,-31.5,4.83,263.936,2000
3414208,-31.5,4.82,237.542,2000
3419816,-31.5,4.80,237.542,2000
3425424,-31.5,4.81,237.542,2000
3431048,-31.5,4.82,237.542,2000
3436648,-31.5,4.84,237.542,2000
3442256,-36.0,4.83,263.936,2000
3447860,-36.0,4.82,263.936,2000
3453488,-36.0,4.81,263.936,2000
3459104,-36.0,4.82,237.542,2000
3464688,-36.0,4.82,263.936,2000
3470304,-40.5,4.81,263.936,2000
3475912,-40.5,4.93,263.936,2000
3481528,-40.5,4.82,263.936,2000
3487136,-40.5,4.80,263.936,2000
3492744,-40.5,4.83,263.936,2000
3498368,-40.5,4.82,263.936,2000
3503960,-45.0,4.81,263.936,2000
3509592,-45.0,4.83,263.936,2000
3515176,-45.0,4.82,263.936,2000
3520808,-45.0,4.81,263.936,2000
3526408,-45.0,4.82,263.936,2000
3532008,-45.0,4.82,263.936,2000
3537624,-45.0,4.82,263.936,2000
3543248,-45.0,4.83,263.936,2000
3548848,-45.0,4.81,263.936,2000
3554456,-49.5,4.82,263.936,2000
3560064,-49.5,4.83,263.936,2000
3565688,-49.5,4.82,263.936,2000
3571288,-49.5,4.81,263.936,2000
3576892,-49.5,4.85,263.936,2000
3582504,-49.5,4.81,263.936,2000
3588136,-49.5,4.81,263.936,2000
3593728,-54.0,4.85,263.936,2000
3599328,-54.0,4.81,263.936,2000
3604944,-54.0,4.82,263.936,2000
3610568,-54.0,4.83,263.936,2000
3616192,-54.0,4.91,263.936,2000
3621776,-58.5,4.82,263.936,2000
3627376,-58.5,4.83,263.936,2000
3633008,-58.5,4.80,263.936,2000
3638632,-58.5,4.81,263.936,2000
3644208,-58.5,4.83,263.936,2000
3649824,-58.5,4.80,263.936,2000
3655432,-63.0,4.81,263.936,2000
3661040,-63.0,4.83,263.936,2000
3666656,-63.0,4.79,263.936,2000
3672264,-63.0,4.81,263.936,2000
3677888,-63.0,4.84,263.936,2000
3683488,-63.0,4.79,263.936,2000
3689096,-63.0,4.82,263.936,2000
3694696,-63.0,4.84,263.936,2000
3700312,-63.0,4.79,263.936,2000
3705928,-63.0,4.81,263.936,2000
3711536,-67.5,4.83,263.936,2000
3717156,-67.5,4.82,263.936,2000
3722752,-67.5,4.82,263.936,2000
3728360,-67.5,4.83,263.936,2000
3733976,-67.5,4.79,263.936,2000
3739584,-67.5,4.84,263.936,2000
3745192,-67.5,4.82,263.936,2000
3750800,-67.5,4.83,263.936,2000
3756416,-72.0,4.87,263.936,2000
3762016,-72.0,4.82,263.936,2000
3767648,-72.0,4.81,263.936,2000
3773240,-72.0,4.80,263.936,2000
3779096,-76.5,4.85,263.936,2000
3784464,-76.5,4.80,263.936,2000
3790072,-76.5,4.82,290.329,2000
3795688,-76.5,4.83,263.936,2000
3801296,-76.5,4.81,263.936,2000
3806896,-76.5,4.83,263.936,2000
3812528,-76.5,4.82,263.936,2000
3818128,-81.0,4.81,263.936,2000
3823736,-81.0,4.83,263.936,2000
3829344,-81.0,4.78,263.936,2000
3834968,-81.0,4.81,263.936,2000
3840568,-81.0,4.83,263.936,2000
3846192,-81.0,4.80,263.936,2000
3851784,-81.0,4.81,263.936,2000
3857416,-81.0,4.83,263.936,2000
3863008,-81.0,4.82,263.936,2000
3868616,-81.0,4.82,263.936,2000
3874256,-85.5,4.82,263.936,2000
3879848,-85.5,4.80,263.936,2000
3885448,-85.5,4.81,263.936,2000
3891056,-85.5,4.82,263.936,2000
3896664,-85.5,4.86,263.936,2000
3902288,-85.5,4.82,290.329,2000
3907912,-85.5,4.79,263.936,2000
3913488,-85.5,4.81,290.329,2000
3919096,-90.0,4.82,263.936,2000
3924728,-90.0,4.80,290.329,2000
3930328,-90.0,4.82,263.936,2000
3935968,-90.0,4.90,263.936,2000
3941544,-94.5,4.80,263.936,2000
3947152,-94.5,4.81,263.936,2000
3952768,-94.5,4.78,263.936,2000
3958376,-94.5,4.81,263.936,2000
3963984,-94.5,4.82,263.936,2000
3969608,-94.5,4.79,263.936,2000
3975208,-94.5,4.83,290.329,2000
3980816,-99.0,4.81,263.936,2000
3986416,-99.0,4.80,263.936,2000
3992048,-99.0,4.82,263.936,2000
3997648,-99.0,4.79,263.936,2000
4003256,-99.0,4.81,263.936,2000
4008864,-99.0,4.81,290.329,2000
4014472,-99.0,4.79,263.936,2000
4020088,-99.0,4.84,263.936,2000
4025696,-99.0,4.78,263.936,2000
4031296,-103.5,4.82,263.936,2000
4037088,-103.5,4.83,263.936,2000
4042864,-103.5,4.79,290.329,2000
4048648,-103.5,4.81,263.936,2000
4054424,-103.5,4.81,290.329,2000
4060224,-103.5,4.79,290.329,2000
4065984,-103.5,4.81,290.329,2000
